drug1_id,drug1_name,drug2_id,drug2_name,weight_admissions,shared_diseases,weighted_jaccard
drug:clopidogrel,clopidogrel,drug:apixaban,apixaban,1884.0,182,0.708803611738149
drug:clopidogrel,clopidogrel,drug:prednisone,prednisone,214.0,21,0.035708326380777575
drug:clopidogrel,clopidogrel,drug:ferrous sulfate,ferrous sulfate,575.0,56,0.16065940206761664
drug:clopidogrel,clopidogrel,drug:cyanocobalamin,cyanocobalamin,70.0,7,0.017726006583945304
drug:clopidogrel,clopidogrel,drug:tamsulosin,tamsulosin,753.0,69,0.224910394265233
drug:clopidogrel,clopidogrel,drug:trazodone,trazodone,46240.0,3922,0.0
drug:clopidogrel,clopidogrel,drug:pravastatin,pravastatin,70.0,7,0.017681232634503663
drug:clopidogrel,clopidogrel,drug:spironolactone,spironolactone,225.0,22,0.05660377358490566
drug:clopidogrel,clopidogrel,drug:finasteride,finasteride,74.0,7,0.018743667679837893
drug:clopidogrel,clopidogrel,drug:folic acid,folic acid,142.0,14,0.028264331210191083
drug:clopidogrel,clopidogrel,drug:tramadol,tramadol,70.0,7,0.017681232634503663
drug:clopidogrel,clopidogrel,drug:famotidine,famotidine,243.0,23,0.037686104218362285
drug:clopidogrel,clopidogrel,drug:simvastatin,simvastatin,41578.0,3440,0.0
drug:furosemide,furosemide,drug:pantoprazole,pantoprazole,156948.0,13253,0.0
drug:furosemide,furosemide,drug:famotidine,famotidine,19493.0,1811,0.0
drug:furosemide,furosemide,drug:gabapentin,gabapentin,40946.0,3520,0.0
drug:furosemide,furosemide,drug:azithromycin,azithromycin,33167.0,2969,0.0
drug:furosemide,furosemide,drug:omeprazole,omeprazole,127086.0,10838,0.0
drug:furosemide,furosemide,drug:prednisone,prednisone,11113.0,1056,1.5281903190319033
drug:furosemide,furosemide,drug:folic acid,folic acid,11640.0,1089,2.0406732117812063
drug:furosemide,furosemide,drug:allopurinol,allopurinol,21084.0,1585,0.0
drug:furosemide,furosemide,drug:trazodone,trazodone,69480.0,5991,0.0
drug:furosemide,furosemide,drug:mirtazapine,mirtazapine,410.0,41,0.02595265223446006
drug:furosemide,furosemide,drug:tamsulosin,tamsulosin,3445.0,303,0.2684276141499143
drug:furosemide,furosemide,drug:apixaban,apixaban,41874.0,3524,0.0
drug:furosemide,furosemide,drug:lisinopril,lisinopril,139166.0,11586,0.0
drug:furosemide,furosemide,drug:spironolactone,spironolactone,13348.0,1210,4.405280528052805
drug:furosemide,furosemide,drug:warfarin,warfarin,123548.0,10083,0.0
drug:furosemide,furosemide,drug:amlodipine,amlodipine,54333.0,4766,0.0
drug:furosemide,furosemide,drug:carvedilol,carvedilol,41449.0,3415,0.0
drug:furosemide,furosemide,drug:hydralazine,hydralazine,59943.0,4859,0.0
drug:furosemide,furosemide,drug:ferrous sulfate,ferrous sulfate,9586.0,858,1.4209902164245478
drug:furosemide,furosemide,drug:cyanocobalamin,cyanocobalamin,940.0,94,0.061611063774005374
drug:furosemide,furosemide,drug:pravastatin,pravastatin,1820.0,182,0.12650309307013277
drug:furosemide,furosemide,drug:finasteride,finasteride,1214.0,94,0.08100894167890031
drug:furosemide,furosemide,drug:tramadol,tramadol,940.0,94,0.06157070806314273
drug:furosemide,furosemide,drug:paroxetine,paroxetine,20.0,2,0.001236323174877913
drug:furosemide,furosemide,drug:benzonatate,benzonatate,1059.0,102,0.0694790709880593
drug:furosemide,furosemide,drug:simvastatin,simvastatin,52639.0,4415,0.0
drug:furosemide,furosemide,drug:diltiazem,diltiazem,13103.0,1128,3.874334713187463
drug:furosemide,furosemide,drug:valsartan,valsartan,990.0,98,0.06505026611472502
drug:furosemide,furosemide,drug:acyclovir,acyclovir,7000.0,610,0.5930695585868
drug:furosemide,furosemide,drug:clonazepam,clonazepam,100.0,10,0.006207324643078833
drug:furosemide,furosemide,drug:levetiracetam,levetiracetam,873.0,80,0.05549904640813732
drug:furosemide,furosemide,drug:atenolol,atenolol,110.0,10,0.006836969357946423
drug:furosemide,furosemide,drug:methotrexate,methotrexate,1888.0,170,0.12534855928827512
drug:furosemide,furosemide,drug:ezetimibe,ezetimibe,100.0,10,0.006212337702677518
drug:furosemide,furosemide,drug:sertraline,sertraline,110.0,10,0.006810302129767212
drug:furosemide,furosemide,drug:hydrochlorothiazide,hydrochlorothiazide,100.0,10,0.006212337702677518
drug:furosemide,furosemide,drug:citalopram,citalopram,100.0,10,0.0062084807847519715
drug:hydralazine,hydralazine,drug:apixaban,apixaban,13115.0,1186,0.0
drug:hydralazine,hydralazine,drug:omeprazole,omeprazole,17174.0,1511,0.0
drug:hydralazine,hydralazine,drug:lisinopril,lisinopril,5615.0,540,0.0
drug:hydralazine,hydralazine,drug:spironolactone,spironolactone,1547.0,145,1.5196463654223968
drug:hydralazine,hydralazine,drug:warfarin,warfarin,12893.0,1160,0.0
drug:hydralazine,hydralazine,drug:gabapentin,gabapentin,8707.0,786,0.0
drug:hydralazine,hydralazine,drug:amlodipine,amlodipine,15284.0,1383,0.0
drug:hydralazine,hydralazine,drug:tamsulosin,tamsulosin,549.0,47,0.2863849765258216
drug:hydralazine,hydralazine,drug:carvedilol,carvedilol,13307.0,1182,0.0
drug:hydralazine,hydralazine,drug:pantoprazole,pantoprazole,11563.0,1049,0.0
drug:hydralazine,hydralazine,drug:trazodone,trazodone,6337.0,594,0.0
drug:hydralazine,hydralazine,drug:allopurinol,allopurinol,8694.0,764,0.0
drug:hydralazine,hydralazine,drug:prednisone,prednisone,1844.0,173,0.6759530791788856
drug:hydralazine,hydralazine,drug:ferrous sulfate,ferrous sulfate,3883.0,360,0.0
drug:hydralazine,hydralazine,drug:cyanocobalamin,cyanocobalamin,450.0,45,0.2326783867631851
drug:hydralazine,hydralazine,drug:pravastatin,pravastatin,450.0,45,0.23148148148148148
drug:hydralazine,hydralazine,drug:finasteride,finasteride,529.0,45,0.2847147470398278
drug:hydralazine,hydralazine,drug:folic acid,folic acid,935.0,90,0.3601694915254237
drug:hydralazine,hydralazine,drug:tramadol,tramadol,470.0,47,0.2442827442827443
drug:hydralazine,hydralazine,drug:famotidine,famotidine,20368.0,1826,0.0
drug:hydralazine,hydralazine,drug:acyclovir,acyclovir,1713.0,140,0.5227342081171803
drug:hydralazine,hydralazine,drug:cetirizine,cetirizine,643.0,56,0.30159474671669795
drug:hydralazine,hydralazine,drug:methotrexate,methotrexate,665.0,56,0.2690129449838188
drug:hydralazine,hydralazine,drug:sertraline,sertraline,70.0,6,0.029424127784783524
drug:hydralazine,hydralazine,drug:levetiracetam,levetiracetam,226.0,20,0.08814352574102964
drug:hydralazine,hydralazine,drug:loratadine,loratadine,20.0,2,0.008460236886632826
drug:hydralazine,hydralazine,drug:clonidine,clonidine,22.0,2,0.009310198899703767
drug:hydralazine,hydralazine,drug:duloxetine,duloxetine,22.0,2,0.009270965023177412
drug:hydralazine,hydralazine,drug:mirtazapine,mirtazapine,22.0,2,0.009270965023177412
drug:hydralazine,hydralazine,drug:montelukast,montelukast,47.0,4,0.01988155668358714
drug:hydralazine,hydralazine,drug:clonazepam,clonazepam,24.0,2,0.010113780025284451
drug:hydralazine,hydralazine,drug:rivaroxaban,rivaroxaban,22.0,2,0.009310198899703767
drug:hydralazine,hydralazine,drug:alprazolam,alprazolam,23.0,2,0.00973338975878121
drug:hydralazine,hydralazine,drug:simvastatin,simvastatin,2609.0,252,4.284072249589491
drug:warfarin,warfarin,drug:apixaban,apixaban,7649.0,698,0.0
drug:warfarin,warfarin,drug:omeprazole,omeprazole,27625.0,2480,0.0
drug:warfarin,warfarin,drug:lisinopril,lisinopril,17907.0,1668,0.0
drug:warfarin,warfarin,drug:spironolactone,spironolactone,1329.0,126,0.965843023255814
drug:warfarin,warfarin,drug:gabapentin,gabapentin,5847.0,534,0.0
drug:warfarin,warfarin,drug:amlodipine,amlodipine,9337.0,857,0.0
drug:warfarin,warfarin,drug:tamsulosin,tamsulosin,394.0,35,0.17811934900542495
drug:warfarin,warfarin,drug:carvedilol,carvedilol,8986.0,816,0.0
drug:warfarin,warfarin,drug:pantoprazole,pantoprazole,11381.0,1049,0.0
drug:warfarin,warfarin,drug:trazodone,trazodone,13012.0,1227,0.0
drug:warfarin,warfarin,drug:allopurinol,allopurinol,4460.0,400,0.0
drug:warfarin,warfarin,drug:prednisone,prednisone,879.0,84,0.22932428906861466
drug:warfarin,warfarin,drug:ferrous sulfate,ferrous sulfate,2445.0,230,11.425233644859814
drug:warfarin,warfarin,drug:cyanocobalamin,cyanocobalamin,250.0,25,0.10993843447669305
drug:warfarin,warfarin,drug:pravastatin,pravastatin,510.0,51,0.2519762845849802
drug:warfarin,warfarin,drug:finasteride,finasteride,291.0,25,0.13014311270125223
drug:warfarin,warfarin,drug:folic acid,folic acid,528.0,51,0.1679923639834553
drug:warfarin,warfarin,drug:tramadol,tramadol,250.0,25,0.10945709281961472
drug:warfarin,warfarin,drug:simvastatin,simvastatin,4859.0,472,0.0
drug:warfarin,warfarin,drug:diltiazem,diltiazem,22336.0,1848,0.0
drug:warfarin,warfarin,drug:valsartan,valsartan,260.0,26,0.11423550087873462
drug:warfarin,warfarin,drug:azithromycin,azithromycin,699.0,64,0.14129775621588841
drug:warfarin,warfarin,drug:benzonatate,benzonatate,42.0,4,0.016241299303944315
drug:acyclovir,acyclovir,drug:allopurinol,allopurinol,22129.0,1784,0.0
drug:acyclovir,acyclovir,drug:omeprazole,omeprazole,27507.0,2202,0.0
drug:acyclovir,acyclovir,drug:prednisone,prednisone,30988.0,2489,0.0
drug:acyclovir,acyclovir,drug:famotidine,famotidine,52704.0,3577,0.0
drug:acyclovir,acyclovir,drug:cetirizine,cetirizine,25068.0,1960,0.0
drug:acyclovir,acyclovir,drug:methotrexate,methotrexate,43537.0,2997,0.0
drug:acyclovir,acyclovir,drug:sertraline,sertraline,3374.0,271,0.0
drug:acyclovir,acyclovir,drug:levetiracetam,levetiracetam,14360.0,1188,0.0
drug:acyclovir,acyclovir,drug:pantoprazole,pantoprazole,17694.0,1371,0.0
drug:acyclovir,acyclovir,drug:gabapentin,gabapentin,8317.0,707,0.0
drug:acyclovir,acyclovir,drug:amlodipine,amlodipine,11324.0,831,0.0
drug:acyclovir,acyclovir,drug:lisinopril,lisinopril,3475.0,323,2.2697583278902678
drug:acyclovir,acyclovir,drug:trazodone,trazodone,4974.0,332,0.0
drug:acyclovir,acyclovir,drug:loratadine,loratadine,700.0,70,0.363447559709242
drug:acyclovir,acyclovir,drug:apixaban,apixaban,1591.0,140,1.021181001283697
drug:acyclovir,acyclovir,drug:clonidine,clonidine,764.0,70,0.4100912506709608
drug:acyclovir,acyclovir,drug:duloxetine,duloxetine,764.0,70,0.40790176187933797
drug:acyclovir,acyclovir,drug:mirtazapine,mirtazapine,764.0,70,0.40790176187933797
drug:acyclovir,acyclovir,drug:montelukast,montelukast,1822.0,140,2.1925391095066185
drug:acyclovir,acyclovir,drug:clonazepam,clonazepam,1499.0,131,1.3149122807017544
drug:acyclovir,acyclovir,drug:rivaroxaban,rivaroxaban,764.0,70,0.4100912506709608
drug:acyclovir,acyclovir,drug:carvedilol,carvedilol,700.0,70,0.2897350993377483
drug:acyclovir,acyclovir,drug:alprazolam,alprazolam,827.0,70,0.4591893392559689
drug:acyclovir,acyclovir,drug:tramadol,tramadol,700.0,70,0.3615702479338843
drug:acyclovir,acyclovir,drug:simvastatin,simvastatin,767.0,61,0.28481247679168215
drug:acyclovir,acyclovir,drug:atenolol,atenolol,719.0,61,0.3766369827134625
drug:acyclovir,acyclovir,drug:valsartan,valsartan,719.0,61,0.3746743095362168
drug:acyclovir,acyclovir,drug:ezetimibe,ezetimibe,610.0,61,0.30257936507936506
drug:acyclovir,acyclovir,drug:hydrochlorothiazide,hydrochlorothiazide,610.0,61,0.30257936507936506
drug:acyclovir,acyclovir,drug:citalopram,citalopram,610.0,61,0.3010858835143139
drug:simvastatin,simvastatin,drug:lisinopril,lisinopril,34503.0,2998,0.0
drug:simvastatin,simvastatin,drug:pantoprazole,pantoprazole,33453.0,2947,0.0
drug:simvastatin,simvastatin,drug:trazodone,trazodone,22748.0,2013,0.0
drug:simvastatin,simvastatin,drug:omeprazole,omeprazole,11237.0,1034,0.0
drug:simvastatin,simvastatin,drug:amlodipine,amlodipine,4280.0,406,0.0
drug:simvastatin,simvastatin,drug:gabapentin,gabapentin,1258.0,116,1.8720238095238095
drug:simvastatin,simvastatin,drug:diltiazem,diltiazem,480.0,48,0.7250755287009063
drug:simvastatin,simvastatin,drug:spironolactone,spironolactone,10.0,1,0.00975609756097561
drug:simvastatin,simvastatin,drug:carvedilol,carvedilol,194.0,19,0.16869565217391305
drug:simvastatin,simvastatin,drug:pravastatin,pravastatin,60.0,6,0.07462686567164178
drug:simvastatin,simvastatin,drug:ferrous sulfate,ferrous sulfate,151.0,15,0.1801909307875895
drug:simvastatin,simvastatin,drug:valsartan,valsartan,72.0,7,0.0906801007556675
drug:simvastatin,simvastatin,drug:prednisone,prednisone,265.0,23,0.09542671948145481
drug:simvastatin,simvastatin,drug:tamsulosin,tamsulosin,81.0,8,0.09473684210526316
drug:simvastatin,simvastatin,drug:famotidine,famotidine,84.0,7,0.02440441603718768
drug:simvastatin,simvastatin,drug:clonazepam,clonazepam,10.0,1,0.011668611435239206
drug:simvastatin,simvastatin,drug:levetiracetam,levetiracetam,95.0,8,0.0815450643776824
drug:simvastatin,simvastatin,drug:atenolol,atenolol,12.0,1,0.014218009478672985
drug:simvastatin,simvastatin,drug:methotrexate,methotrexate,205.0,17,0.14621968616262482
drug:simvastatin,simvastatin,drug:ezetimibe,ezetimibe,10.0,1,0.011848341232227487
drug:simvastatin,simvastatin,drug:allopurinol,allopurinol,48.0,4,0.03537214443625645
drug:simvastatin,simvastatin,drug:sertraline,sertraline,12.0,1,0.013230429988974642
drug:simvastatin,simvastatin,drug:hydrochlorothiazide,hydrochlorothiazide,10.0,1,0.011848341232227487
drug:simvastatin,simvastatin,drug:citalopram,citalopram,10.0,1,0.0117096018735363
drug:allopurinol,allopurinol,drug:pantoprazole,pantoprazole,6748.0,584,0.0
drug:allopurinol,allopurinol,drug:famotidine,famotidine,12627.0,1052,0.0
drug:allopurinol,allopurinol,drug:gabapentin,gabapentin,4543.0,405,0.0
drug:allopurinol,allopurinol,drug:azithromycin,azithromycin,399.0,37,0.12112932604735883
drug:allopurinol,allopurinol,drug:omeprazole,omeprazole,11911.0,1031,0.0
drug:allopurinol,allopurinol,drug:prednisone,prednisone,6133.0,549,0.0
drug:allopurinol,allopurinol,drug:folic acid,folic acid,461.0,44,0.36674622116149563
drug:allopurinol,allopurinol,drug:trazodone,trazodone,2306.0,203,0.0
drug:allopurinol,allopurinol,drug:mirtazapine,mirtazapine,250.0,23,0.7530120481927711
drug:allopurinol,allopurinol,drug:tamsulosin,tamsulosin,198.0,17,0.4351648351648352
drug:allopurinol,allopurinol,drug:amlodipine,amlodipine,8055.0,710,0.0
drug:allopurinol,allopurinol,drug:lisinopril,lisinopril,1280.0,120,0.7660083782166367
drug:allopurinol,allopurinol,drug:carvedilol,carvedilol,4958.0,438,0.0
drug:allopurinol,allopurinol,drug:apixaban,apixaban,5107.0,460,0.0
drug:allopurinol,allopurinol,drug:ferrous sulfate,ferrous sulfate,1384.0,128,0.0
drug:allopurinol,allopurinol,drug:cyanocobalamin,cyanocobalamin,160.0,16,0.38929440389294406
drug:allopurinol,allopurinol,drug:pravastatin,pravastatin,160.0,16,0.38004750593824227
drug:allopurinol,allopurinol,drug:spironolactone,spironolactone,512.0,48,2.1333333333333333
drug:allopurinol,allopurinol,drug:finasteride,finasteride,188.0,16,0.48704663212435234
drug:allopurinol,allopurinol,drug:tramadol,tramadol,380.0,38,1.890547263681592
drug:allopurinol,allopurinol,drug:cetirizine,cetirizine,7121.0,616,0.0
drug:allopurinol,allopurinol,drug:methotrexate,methotrexate,8201.0,684,0.0
drug:allopurinol,allopurinol,drug:sertraline,sertraline,818.0,70,0.0
drug:allopurinol,allopurinol,drug:levetiracetam,levetiracetam,2867.0,252,0.0
drug:allopurinol,allopurinol,drug:loratadine,loratadine,220.0,22,0.6267806267806267
drug:allopurinol,allopurinol,drug:clonidine,clonidine,240.0,22,0.7228915662650602
drug:allopurinol,allopurinol,drug:duloxetine,duloxetine,240.0,22,0.7017543859649122
drug:allopurinol,allopurinol,drug:montelukast,montelukast,521.0,44,6.766233766233766
drug:allopurinol,allopurinol,drug:clonazepam,clonazepam,305.0,26,1.093189964157706
drug:allopurinol,allopurinol,drug:rivaroxaban,rivaroxaban,240.0,22,0.7228915662650602
drug:allopurinol,allopurinol,drug:alprazolam,alprazolam,255.0,22,0.8018867924528302
drug:allopurinol,allopurinol,drug:atenolol,atenolol,46.0,4,0.0872865275142315
drug:allopurinol,allopurinol,drug:valsartan,valsartan,46.0,4,0.0856610800744879
drug:allopurinol,allopurinol,drug:ezetimibe,ezetimibe,40.0,4,0.07532956685499058
drug:allopurinol,allopurinol,drug:hydrochlorothiazide,hydrochlorothiazide,40.0,4,0.07532956685499058
drug:allopurinol,allopurinol,drug:citalopram,citalopram,40.0,4,0.07393715341959335
drug:famotidine,famotidine,drug:pantoprazole,pantoprazole,39343.0,3501,0.0
drug:famotidine,famotidine,drug:gabapentin,gabapentin,9114.0,826,0.0
drug:famotidine,famotidine,drug:azithromycin,azithromycin,13785.0,1258,0.0
drug:famotidine,famotidine,drug:omeprazole,omeprazole,28879.0,2537,0.0
drug:famotidine,famotidine,drug:prednisone,prednisone,14228.0,1226,0.0
drug:famotidine,famotidine,drug:folic acid,folic acid,4362.0,408,0.0
drug:famotidine,famotidine,drug:trazodone,trazodone,2421.0,183,1.6336032388663968
drug:famotidine,famotidine,drug:mirtazapine,mirtazapine,830.0,79,0.44313934863854776
drug:famotidine,famotidine,drug:tamsulosin,tamsulosin,340.0,34,0.13968775677896467
drug:famotidine,famotidine,drug:cetirizine,cetirizine,15355.0,1262,0.0
drug:famotidine,famotidine,drug:montelukast,montelukast,1128.0,91,0.7089880578252671
drug:famotidine,famotidine,drug:levetiracetam,levetiracetam,6017.0,513,0.0
drug:famotidine,famotidine,drug:methotrexate,methotrexate,18671.0,1379,0.0
drug:famotidine,famotidine,drug:sertraline,sertraline,1714.0,142,1.6433365292425695
drug:famotidine,famotidine,drug:amlodipine,amlodipine,6352.0,502,0.0
drug:famotidine,famotidine,drug:lisinopril,lisinopril,1220.0,111,0.31671858774662515
drug:famotidine,famotidine,drug:loratadine,loratadine,450.0,45,0.20071364852809992
drug:famotidine,famotidine,drug:apixaban,apixaban,1015.0,90,0.46136363636363636
drug:famotidine,famotidine,drug:clonidine,clonidine,490.0,45,0.2224239673172946
drug:famotidine,famotidine,drug:duloxetine,duloxetine,490.0,45,0.22141888838680523
drug:famotidine,famotidine,drug:clonazepam,clonazepam,625.0,52,0.3004807692307692
drug:famotidine,famotidine,drug:rivaroxaban,rivaroxaban,490.0,45,0.2224239673172946
drug:famotidine,famotidine,drug:carvedilol,carvedilol,450.0,45,0.16471449487554904
drug:famotidine,famotidine,drug:alprazolam,alprazolam,525.0,45,0.24204702627939143
drug:famotidine,famotidine,drug:tramadol,tramadol,450.0,45,0.19982238010657194
drug:famotidine,famotidine,drug:atenolol,atenolol,80.0,7,0.030604437643458302
drug:famotidine,famotidine,drug:valsartan,valsartan,80.0,7,0.03048780487804878
drug:famotidine,famotidine,drug:ezetimibe,ezetimibe,70.0,7,0.02669717772692601
drug:famotidine,famotidine,drug:hydrochlorothiazide,hydrochlorothiazide,70.0,7,0.02669717772692601
drug:famotidine,famotidine,drug:citalopram,citalopram,70.0,7,0.026595744680851064
drug:pantoprazole,pantoprazole,drug:gabapentin,gabapentin,22980.0,2086,0.0
drug:pantoprazole,pantoprazole,drug:azithromycin,azithromycin,41221.0,3583,0.0
drug:pantoprazole,pantoprazole,drug:omeprazole,omeprazole,73484.0,6515,0.0
drug:pantoprazole,pantoprazole,drug:prednisone,prednisone,11282.0,1040,0.0
drug:pantoprazole,pantoprazole,drug:folic acid,folic acid,15255.0,1402,0.0
drug:pantoprazole,pantoprazole,drug:trazodone,trazodone,38523.0,3424,0.0
drug:pantoprazole,pantoprazole,drug:mirtazapine,mirtazapine,749.0,74,0.15061331188417454
drug:pantoprazole,pantoprazole,drug:tamsulosin,tamsulosin,1706.0,164,0.41742109126498655
drug:pantoprazole,pantoprazole,drug:apixaban,apixaban,4961.0,448,3.897093479968578
drug:pantoprazole,pantoprazole,drug:lisinopril,lisinopril,60564.0,5302,0.0
drug:pantoprazole,pantoprazole,drug:spironolactone,spironolactone,1102.0,104,0.230062630480167
drug:pantoprazole,pantoprazole,drug:amlodipine,amlodipine,16858.0,1559,0.0
drug:pantoprazole,pantoprazole,drug:carvedilol,carvedilol,5366.0,479,6.426347305389221
drug:pantoprazole,pantoprazole,drug:ferrous sulfate,ferrous sulfate,2106.0,198,0.5631016042780749
drug:pantoprazole,pantoprazole,drug:cyanocobalamin,cyanocobalamin,160.0,16,0.02882363538101243
drug:pantoprazole,pantoprazole,drug:pravastatin,pravastatin,250.0,25,0.04569548528605374
drug:pantoprazole,pantoprazole,drug:finasteride,finasteride,189.0,16,0.03420814479638009
drug:pantoprazole,pantoprazole,drug:tramadol,tramadol,260.0,26,0.04761032777879509
drug:pantoprazole,pantoprazole,drug:benzonatate,benzonatate,761.0,73,0.15057380292837358
drug:pantoprazole,pantoprazole,drug:buspirone,buspirone,11.0,1,0.0019294860550780565
drug:pantoprazole,pantoprazole,drug:hydroxyzine,hydroxyzine,10.0,1,0.001751006828926633
drug:pantoprazole,pantoprazole,drug:sertraline,sertraline,507.0,43,0.09622319225659517
drug:pantoprazole,pantoprazole,drug:cetirizine,cetirizine,3277.0,280,1.16
drug:pantoprazole,pantoprazole,drug:methotrexate,methotrexate,5729.0,467,7.794557823129252
drug:pantoprazole,pantoprazole,drug:levetiracetam,levetiracetam,2211.0,192,0.5660522273425499
drug:pantoprazole,pantoprazole,drug:loratadine,loratadine,100.0,10,0.017822135091783996
drug:pantoprazole,pantoprazole,drug:clonidine,clonidine,109.0,10,0.019453864001427807
drug:pantoprazole,pantoprazole,drug:duloxetine,duloxetine,109.0,10,0.019419205415998574
drug:pantoprazole,pantoprazole,drug:montelukast,montelukast,239.0,20,0.04346244771776687
drug:pantoprazole,pantoprazole,drug:clonazepam,clonazepam,233.0,21,0.04243307230012748
drug:pantoprazole,pantoprazole,drug:rivaroxaban,rivaroxaban,109.0,10,0.019453864001427807
drug:pantoprazole,pantoprazole,drug:alprazolam,alprazolam,117.0,10,0.020907791279485347
drug:pantoprazole,pantoprazole,drug:diltiazem,diltiazem,257.0,24,0.044757924068268895
drug:pantoprazole,pantoprazole,drug:valsartan,valsartan,217.0,20,0.03941155103523429
drug:pantoprazole,pantoprazole,drug:amitriptyline,amitriptyline,405.0,36,0.07629992464204974
drug:pantoprazole,pantoprazole,drug:atenolol,atenolol,127.0,11,0.022735409953455066
drug:pantoprazole,pantoprazole,drug:ezetimibe,ezetimibe,110.0,11,0.019639350116050704
drug:pantoprazole,pantoprazole,drug:hydrochlorothiazide,hydrochlorothiazide,110.0,11,0.019639350116050704
drug:pantoprazole,pantoprazole,drug:citalopram,citalopram,110.0,11,0.019604348600962395
drug:lisinopril,lisinopril,drug:apixaban,apixaban,2266.0,216,3.4490106544901065
drug:lisinopril,lisinopril,drug:omeprazole,omeprazole,26116.0,2413,0.0
drug:lisinopril,lisinopril,drug:spironolactone,spironolactone,1074.0,104,0.7126741871267419
drug:lisinopril,lisinopril,drug:gabapentin,gabapentin,3636.0,340,0.0
drug:lisinopril,lisinopril,drug:amlodipine,amlodipine,9901.0,940,0.0
drug:lisinopril,lisinopril,drug:tamsulosin,tamsulosin,305.0,29,0.14010105649977034
drug:lisinopril,lisinopril,drug:carvedilol,carvedilol,2323.0,223,4.09700176366843
drug:lisinopril,lisinopril,drug:trazodone,trazodone,38194.0,3375,0.0
drug:lisinopril,lisinopril,drug:prednisone,prednisone,1409.0,135,0.44322113872286883
drug:lisinopril,lisinopril,drug:ferrous sulfate,ferrous sulfate,381.0,37,0.17688022284122562
drug:lisinopril,lisinopril,drug:cyanocobalamin,cyanocobalamin,40.0,4,0.01694915254237288
drug:lisinopril,lisinopril,drug:pravastatin,pravastatin,70.0,7,0.029914529914529916
drug:lisinopril,lisinopril,drug:finasteride,finasteride,43.0,4,0.018220338983050848
drug:lisinopril,lisinopril,drug:folic acid,folic acid,128.0,12,0.03743784732377888
drug:lisinopril,lisinopril,drug:tramadol,tramadol,60.0,6,0.02553191489361702
drug:lisinopril,lisinopril,drug:cetirizine,cetirizine,611.0,56,0.28027522935779814
drug:lisinopril,lisinopril,drug:methotrexate,methotrexate,1146.0,107,0.5710014947683109
drug:lisinopril,lisinopril,drug:sertraline,sertraline,111.0,10,0.04715378079864061
drug:lisinopril,lisinopril,drug:levetiracetam,levetiracetam,463.0,44,0.19760990183525395
drug:lisinopril,lisinopril,drug:loratadine,loratadine,20.0,2,0.008403361344537815
drug:lisinopril,lisinopril,drug:clonidine,clonidine,21.0,2,0.008823529411764706
drug:lisinopril,lisinopril,drug:duloxetine,duloxetine,21.0,2,0.008786610878661089
drug:lisinopril,lisinopril,drug:mirtazapine,mirtazapine,21.0,2,0.008786610878661089
drug:lisinopril,lisinopril,drug:montelukast,montelukast,44.0,4,0.018464120856063786
drug:lisinopril,lisinopril,drug:clonazepam,clonazepam,53.0,5,0.022457627118644068
drug:lisinopril,lisinopril,drug:rivaroxaban,rivaroxaban,21.0,2,0.008823529411764706
drug:lisinopril,lisinopril,drug:alprazolam,alprazolam,22.0,2,0.009243697478991597
drug:lisinopril,lisinopril,drug:diltiazem,diltiazem,3569.0,336,0.0
drug:lisinopril,lisinopril,drug:valsartan,valsartan,61.0,6,0.025946405784772437
drug:lisinopril,lisinopril,drug:azithromycin,azithromycin,1356.0,135,0.3254920787325972
drug:lisinopril,lisinopril,drug:benzonatate,benzonatate,80.0,8,0.033003300330033
drug:lisinopril,lisinopril,drug:amitriptyline,amitriptyline,12.0,1,0.00502092050209205
drug:lisinopril,lisinopril,drug:atenolol,atenolol,31.0,3,0.013074652045550401
drug:lisinopril,lisinopril,drug:ezetimibe,ezetimibe,30.0,3,0.012658227848101266
drug:lisinopril,lisinopril,drug:hydrochlorothiazide,hydrochlorothiazide,30.0,3,0.012658227848101266
drug:lisinopril,lisinopril,drug:citalopram,citalopram,30.0,3,0.012605042016806723
drug:gabapentin,gabapentin,drug:azithromycin,azithromycin,13797.0,1275,0.0
drug:gabapentin,gabapentin,drug:omeprazole,omeprazole,20349.0,1854,0.0
drug:gabapentin,gabapentin,drug:prednisone,prednisone,4900.0,457,0.0
drug:gabapentin,gabapentin,drug:folic acid,folic acid,2978.0,281,0.0
drug:gabapentin,gabapentin,drug:trazodone,trazodone,3936.0,369,0.0
drug:gabapentin,gabapentin,drug:mirtazapine,mirtazapine,214.0,21,0.23964165733482642
drug:gabapentin,gabapentin,drug:tamsulosin,tamsulosin,593.0,55,1.0136752136752136
drug:gabapentin,gabapentin,drug:citalopram,citalopram,80.0,8,0.07797270955165692
drug:gabapentin,gabapentin,drug:apixaban,apixaban,5880.0,534,0.0
drug:gabapentin,gabapentin,drug:spironolactone,spironolactone,1231.0,114,26.76086956521739
drug:gabapentin,gabapentin,drug:amlodipine,amlodipine,6961.0,636,0.0
drug:gabapentin,gabapentin,drug:carvedilol,carvedilol,5165.0,467,0.0
drug:gabapentin,gabapentin,drug:ferrous sulfate,ferrous sulfate,1579.0,148,0.0
drug:gabapentin,gabapentin,drug:cyanocobalamin,cyanocobalamin,170.0,17,0.183585313174946
drug:gabapentin,gabapentin,drug:pravastatin,pravastatin,190.0,19,0.2074235807860262
