node_u,node_v,relation,pmid_count,total_articles,pmids,chem_ids
atenolol,@DISEASE_Renal_Insufficiency_Chronic,treat,5,5,1444161|25981315|29474712|35058422|9460590,@CHEMICAL_Atenolol
atenolol,@DISEASE_Sick_Sinus_Syndrome,treat,8,8,12841816|15304417|17364111|26400725|29868180|32395337|3513515|6428171,@CHEMICAL_Atenolol
atenolol,@DISEASE_Sleep_Initiation_and_Maintenance_Disorders,treat,5,5,1462277|16595566|22813717|24099152|367088,@CHEMICAL_Atenolol
atenolol,@DISEASE_Stiff_Skin_Syndrome,treat,4,4,16197646|24139833|25795452|28534649,@CHEMICAL_Atenolol
atenolol,@DISEASE_Weight_Loss,treat,6,6,10708933|1555871|1736933|2003706|2869001|8000277,@CHEMICAL_Atenolol
atenolol,@DISEASE_Alcohol_Withdrawal_Seizures,treat,3,3,2719503|2863754|2894658,@CHEMICAL_Atenolol
atenolol,@DISEASE_Andersen_Syndrome,treat,3,3,26776587|3802701|4003239,@CHEMICAL_Atenolol
atenolol,@DISEASE_Anterior_Wall_Myocardial_Infarction,treat,3,3,11171788|18443544|2959710,@CHEMICAL_Atenolol
atenolol,@DISEASE_Aortic_Aneurysm_Thoracic,treat,3,3,18388324|32842783|35501038,@CHEMICAL_Atenolol
atenolol,@DISEASE_Aortic_Valve_Stenosis,treat,3,3,1484941|31886018|35567886,@CHEMICAL_Atenolol
atenolol,@DISEASE_Bronchitis_Chronic,treat,3,3,11527135|6889142|7038918,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiac_Output_High,treat,3,3,11755562|19165669|2861749,@CHEMICAL_Atenolol
atenolol,@DISEASE_Collagen_Diseases,treat,3,3,22089474|32028517|8713495,@CHEMICAL_Atenolol
atenolol,@DISEASE_Constriction_Pathologic,treat,4,4,11076422|17376788|24307487|25650057,@CHEMICAL_Atenolol
atenolol,@DISEASE_Coronary_Stenosis,treat,3,3,1764953|2779801|4006133,@CHEMICAL_Atenolol
atenolol,@DISEASE_Dyslipidemias,treat,5,5,12808486|16027735|18174790|28217401|36015255,@CHEMICAL_Atenolol
atenolol,@DISEASE_Fatigue,treat,10,21,1671188|17996|2049246|2373131|2675377|3371390|37438479|6142007|7363686|973971,@CHEMICAL_Atenolol
atenolol,@DISEASE_Fever,treat,5,5,20544049|2347102|36007972|3723506|9672478,@CHEMICAL_Atenolol
atenolol,@DISEASE_Flushing,treat,8,8,12180896|2200490|23539159|24099152|2859865|2889810|2894883|3288467,@CHEMICAL_Atenolol
atenolol,@DISEASE_Glucose_Intolerance,treat,5,5,11518851|15924807|2405089|26946962|6375340,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypertension_Renovascular,treat,3,3,1300051|16225751|24881522,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypokalemia,treat,3,3,2468922|26178554|3010693,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypotension_Orthostatic,treat,5,5,14727996|21180298|3578348|8573224|9954,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypoxia,treat,3,3,1975623|6260924|8010933,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypoxia_Brain,treat,3,3,1658346|1975623|32706493,@CHEMICAL_Atenolol
atenolol,@DISEASE_Liver_Cirrhosis,treat,4,4,1896818|2658555|40465795|8179835,@CHEMICAL_Atenolol
atenolol,@DISEASE_Liver_Diseases,treat,4,4,38096|40465795|6863581|7603264,@CHEMICAL_Atenolol
atenolol,@DISEASE_Muscle_Weakness,treat,3,3,2266051|28137907|35058422,@CHEMICAL_Atenolol
atenolol,@DISEASE_Nephrosclerosis,treat,3,3,8889352|8889353|9159306,@CHEMICAL_Atenolol
atenolol,@DISEASE_Nervous_System_Diseases,treat,3,3,1720383|2883987|6101977,@CHEMICAL_Atenolol
atenolol,@DISEASE_Psoriasis,treat,5,5,2141782|2203659|24550599|30564836|35058422,@CHEMICAL_Atenolol
atenolol,@DISEASE_Sepsis,treat,3,3,31939847|36920635|37144032,@CHEMICAL_Atenolol
atenolol,@DISEASE_Status_Epilepticus,treat,3,3,22209271|25765931|32961584,@CHEMICAL_Atenolol
atenolol,@DISEASE_Substance_Withdrawal_Syndrome,treat,10,10,15538306|1981317|1981318|2719503|2894658|3538363|6093157|6124208|6796833|8309806,@CHEMICAL_Atenolol
atenolol,@DISEASE_Thrombosis,treat,3,3,17288698|19166153|8067608,@CHEMICAL_Atenolol
atenolol,@DISEASE_Vascular_Diseases,treat,5,5,12899584|16187009|26811165|3937284|6627289,@CHEMICAL_Atenolol
atenolol,@DISEASE_610141,treat,3,3,15915336|2450026|9314091,@CHEMICAL_Atenolol
atenolol,@DISEASE_Abnormalities_Drug_Induced,treat,2,2,39295947|6626425,@CHEMICAL_Atenolol
atenolol,@DISEASE_Acute_Coronary_Syndrome,treat,2,2,17664990|6112564,@CHEMICAL_Atenolol
atenolol,@DISEASE_Adrenal_Insufficiency,treat,3,3,16628137|17664990|21699679,@CHEMICAL_Atenolol
atenolol,@DISEASE_Akathisia_Drug_Induced,treat,3,3,11485134|2887590|3805343,@CHEMICAL_Atenolol
atenolol,@DISEASE_Anemia,treat,2,2,12841816|20122559,@CHEMICAL_Atenolol
atenolol,@DISEASE_Aneurysm,treat,2,2,19166153|9647316,@CHEMICAL_Atenolol
atenolol,@DISEASE_Aortic_Coarctation,treat,2,2,15730431|26290275,@CHEMICAL_Atenolol
atenolol,@DISEASE_Aortic_Dissection,treat,3,3,21561700|2895838|30115424,@CHEMICAL_Atenolol
atenolol,@DISEASE_Apnea,treat,2,2,16934042|23136263,@CHEMICAL_Atenolol
atenolol,@DISEASE_Arrhythmia_Sinus,treat,4,4,19769606|2882771|30177218|6520795,@CHEMICAL_Atenolol
atenolol,@DISEASE_Arrhythmogenic_Right_Ventricular_Dysplasia,treat,2,2,23315769|9106603,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ascites,treat,2,2,12396363|9719733,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ataxia_Telangiectasia,treat,2,2,6416805|6851037,@CHEMICAL_Atenolol
atenolol,@DISEASE_Atrioventricular_Block,treat,8,8,11229299|17630564|19934146|2077180|28473357|33692921|341927|7642042,@CHEMICAL_Atenolol
atenolol,@DISEASE_Bacterial_Infections,treat,2,2,35215223|36361877,@CHEMICAL_Atenolol
atenolol,@DISEASE_Blast_Crisis,treat,2,2,3002305|32580697,@CHEMICAL_Atenolol
atenolol,@DISEASE_Breast_Neoplasms,treat,3,3,21632503|26728433|33619022,@CHEMICAL_Atenolol
atenolol,@DISEASE_Brugada_Syndrome,treat,2,2,11412758|20122559,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cap_Myopathy,treat,2,2,16005153|32307329,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiomyopathy_Dilated_with_Left_Ventricular_Noncompaction,treat,2,2,2041287|9460590,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiomyopathy_Hypertrophic_Familial,treat,2,2,2828468|2965229,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiotoxicity,treat,5,5,16700818|22391854|24550592|32120430|8607134,@CHEMICAL_Atenolol
atenolol,@DISEASE_Chronobiology_Disorders,treat,2,2,12219880|14596365,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ciuffo_Syndrome,treat,2,2,19352335|2676266,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cognitive_Dysfunction,treat,2,2,8538349|8889352,@CHEMICAL_Atenolol
atenolol,@DISEASE_Conversion_Disorder,treat,2,2,30363473|9460590,@CHEMICAL_Atenolol
atenolol,@DISEASE_Craniocerebral_Trauma,treat,2,2,2831524|2887885,@CHEMICAL_Atenolol
atenolol,@DISEASE_Discrete_Subaortic_Stenosis,treat,2,2,22547849|37307692,@CHEMICAL_Atenolol
atenolol,@DISEASE_Disease,treat,3,3,10453968|21454164|27071733,@CHEMICAL_Atenolol
simvastatin,@DISEASE_Inflammation,treat,15,618,24125402|24267260|24354929|30814085|33278834|34680049|35059045|35488520|35509841|35866995|35983393|36100985|36771977|37427319|37629196,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypercholesterolemia,treat,20,557,15864235|16342840|16644302|18158082|21271793|22539817|23288870|24125402|24354929|32485345|33050310|33833966|33936284|34349106|35096942|35359432|35839255|36314075|36475227|36970211,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hyperlipoproteinemia_Type_II,treat,15,369,18420099|23926117|24125402|24267260|28922021|32554834|33046789|33133313|33497862|34768528|35064922|35629051|35839255|36723264|38004588,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Atherosclerosis,treat,14,272,28437620|32334199|33287831|33711324|33859959|34587943|34842887|35745836|35858474|36040917|36475227|36970211|40050920|40801072,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin|@CHEMICAL_simvastatin_acid
simvastatin,@DISEASE_Neoplasms,treat,11,270,26802130|32950929|33401625|34627266|34831022|34983554|35631609|36173110|36367620|37181137|37298689,@CHEMICAL_Simvastatin|@CHEMICAL_simvastatin_acid
simvastatin,@DISEASE_Hyperlipidemias,treat,14,244,18420099|20152243|20496342|23926117|32410994|33494472|34055199|34220514|34243595|34420300|34749751|35873646|36475227|39460970,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Coronary_Disease,treat,12,218,17239888|20492655|24760119|31916523|32405982|32749629|33164619|34836863|35482468|35966518|37750649|40056690,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Cardiovascular_Diseases,treat,20,223,16351680|18765433|19586799|20538134|22147903|23288881|25685360|25912112|27710803|32477689|32604984|32901573|33751411|33898117|35873646|36239913|36970211|37750649|37933122|38621556,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Diabetes_Mellitus,treat,16,217,20152243|21291725|24720535|27036394|29263150|31985637|32479899|33414967|33421467|34288836|34555978|35254621|36703094|36891284|37904513|37929666,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Dyslipidemias,treat,11,188,22539817|32277945|32405982|33049128|33898117|34495217|35685234|35966518|35983393|36346030|37986006,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Diabetes_Mellitus_Type_2,treat,12,185,21291712|25912112|33061398|33295884|34836863|35243827|36426391|36520527|36557197|36891284|37111264|37335632,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Coronary_Artery_Disease,treat,12,133,15238460|21334753|23739650|24334573|24684779|28437620|32468428|32767644|33497862|34785535|9480401|9860376,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Myocardial_Infarction,treat,13,118,11349324|27710803|28437620|31314050|32142170|33185670|34587943|34910821|36741809|36915729|36970211|37522226|39894308,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Fibrosis,treat,10,101,31607676|33726685|33771685|34366626|35665590|35830548|37213003|37998719|40280446|40744817,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Ischemia,treat,10,94,12928648|16790524|18514858|26157709|30863219|31734315|32950929|34644264|35926590|36139129,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypertension,treat,10,93,15815879|20668455|22233179|2332814|31369604|32403073|32617140|35668935|37302617|37587704,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Breast_Neoplasms,treat,10,87,32351149|32849871|32950929|33250768|33313978|33824590|33939900|34934357|36094232|37050387,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Acute_Coronary_Syndrome,treat,16,87,18266852|21558878|25731133|25912112|26039521|28796030|29263150|31314050|31426749|32720602|34396246|34620406|35112882|36260325|36763180|37335632,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Bone_Diseases,treat,11,89,33575165|33665494|34875820|35640849|36009462|36105473|36142447|36278700|36729235|38045570|40742375,@CHEMICAL_Simvastatin|@CHEMICAL_simvastatin_acid
simvastatin,@DISEASE_Vascular_Diseases,treat,10,83,16231003|18622231|18622245|31071981|31816623|32199147|32702748|35926590|37237147|37693816,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Stroke,treat,12,84,22147903|30524673|31314050|31874811|32393497|32826077|32872566|33447039|33967756|36936469|37204689|39214348,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Alzheimer_Disease,treat,10,78,31760027|32130251|34306309|35397630|36115980|37454825|37513826|39704877|39975163|40299221,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Reperfusion_Injury,treat,10,72,28408819|29587636|32572937|34039170|34165730|35059045|36097124|36139129|37099234|39190387,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Heart_Diseases,treat,10,65,32393497|32572937|32872566|33408770|35762198|36370997|36970211|38261135|39505298|39894308,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Metabolic_Syndrome,treat,14,61,19397693|20880345|21291725|28437620|32173640|32335402|33608711|34039170|34365791|35268685|35691993|36005625|36902342|40427477,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Heart_Failure,treat,10,56,33033975|34964311|35356068|36970211|39908052|40560558|40560563|40560565|40560599|40560602,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Kidney_Diseases,treat,10,57,16113589|19238452|20403180|22089778|23097681|24014910|28042547|37302617|37966573|38278349,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Sepsis,treat,10,51,30450988|31887837|32524380|33110395|34812477|35269738|35406712|35604517|37072863|37966573,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Brain_Ischemia,treat,11,50,15923039|18973424|21236270|26856214|28241838|29784898|34054685|35926590|38565835|7796866|9468077,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Prostatic_Neoplasms,treat,10,48,29950990|33032653|35366048|36672537|37143189|37287286|37910338|38030198|38159995|38588613,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Colorectal_Neoplasms,treat,10,47,32344610|33430677|34557254|34683821|35873646|36703094|37069612|37974278|38093875|40487942,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Epileptic_Syndromes,treat,11,42,11777291|12908847|1437957|1484945|1495661|15794711|1865167|23659280|2877129|3279966|9247729,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Osteoporosis,treat,10,43,32206736|32214812|33098131|35421557|35517758|35671582|35685945|36142447|37718521|37976543,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Subarachnoid_Hemorrhage,treat,10,45,19955895|23328604|23756754|24837690|25316013|25316014|26587185|28661267|36794961|38565835,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Renal_Insufficiency_Chronic,treat,14,48,18095904|19034875|23293535|24720535|24996489|25736071|25887677|26111494|26543646|28437620|28460629|28753656|28755807|37025791,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Cognition_Disorders,treat,10,51,32485345|32524380|32562563|33010350|33627175|36115980|39415568|39539252|39704877|39772858,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypertension_Pulmonary,treat,10,41,12750068|17277047|19409105|20460548|22046626|33719747|36426885|37381964|39332480|39712207,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Myocardial_Ischemia,treat,10,39,11742885|12761443|15318838|15587571|16353044|18364145|25780404|26032258|26535078|37099234,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Infarction,treat,11,41,12761443|16829188|18287593|19762786|20066537|21076490|23901824|25884615|31788761|34054685|37204689,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Obesity,treat,10,40,31585890|32485345|32767644|33665494|35421557|36199600|36992618|37752238|38004588|39342648,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Death,treat,11,47,22155702|32872631|33497862|33771685|33846297|35830548|36065271|37010535|37111264|38417300|40736696,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Brain_Injuries_Traumatic,treat,10,35,19072586|19574841|20833152|21666443|25013810|26541177|34703180|36408253|37251243|39243948,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Parkinson_Disease,treat,10,33,31448832|32016638|33735898|35466952|35466954|36315128|37445592|37513826|39704877|39837893,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,treat,10,43,25184879|25184880|32173640|33574076|33638931|34229290|34523310|35397199|37381964|39937085,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Plaque_Atherosclerotic,treat,10,34,11406471|12426212|12504826|15694936|18353222|20519084|22331026|31295982|7761664|7864934,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypertriglyceridemia,treat,10,32,10656170|12539808|23159435|23950601|24080592|30587933|33514420|34907765|36960628|40718116,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Infections,treat,10,35,32387616|32596277|32880530|34250095|35441166|35497829|36017072|37146076|39390775|40742375,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Lung_Diseases,treat,10,34,22820842|24806822|25760847|27212150|28972463|31816623|34606062|35251001|35832729|8770347,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Depressive_Disorder,treat,10,40,23055736|32016638|32387414|33774267|35511258|35728732|36808239|37313755|37715015|39834043,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Multiple_Sclerosis,treat,10,35,17492904|20857509|24646512|24686482|25220964|25220965|25220966|26405337|34692306|35031587,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Acute_Lung_Injury,treat,10,30,23870614|33057342|33183460|33774062|35269738|36566004|36907882|37695136|38046206|38148147,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Aortic_Valve_Stenosis,treat,20,97,10452122|10561812|17398194|18095904|18359326|18765433|19228479|23416018|24903982|25048345|26602073|29602140|31924353|32737125|33146452|33461302|34396246|34426527|35171199|39467305,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Carcinoma_Hepatocellular,treat,10,30,32000827|33424274|34983554|35406712|36367620|36536645|37208857|37393552|39866231|40971053,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neoplasm_Metastasis,treat,10,29,31471919|31498564|32402990|32483443|33897882|33995676|34274535|35402395|36422538|37298689,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Nerve_Degeneration,treat,11,27,16515553|17521631|18047562|18323503|20833152|21373645|24752488|31591692|33278834|33735898|36813661,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Cardiomegaly,treat,10,24,10561812|18400235|18758513|19100119|19515066|26150695|27665951|30443172|30767945|39733990,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Lung_Injury,treat,10,25,19085860|20508068|22122302|22587610|29022140|29445744|33183460|33774062|35269738|35509841,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Periodontitis,treat,10,25,18672997|25269614|26799395|28553143|30413166|33754729|35622060|36416468|37772991|39266981,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pulmonary_Arterial_Hypertension,treat,10,24,12963647|15821229|20460548|21267389|21465237|21593252|28523018|31369604|33394312|35631481,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Ventricular_Remodeling,treat,10,25,15883752|20128155|21292909|24449418|27196987|27782356|33394312|33408770|33859959|36522119,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Arthritis_Rheumatoid,treat,10,25,12233907|15680730|16774691|18203325|21181364|21430660|23840942|24419251|27722854|35983393,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypertrophy,treat,10,24,11156573|16539841|1780636|21080865|26622396|33408770|35123844|35665590|38261135|39733990,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Lung_Neoplasms,treat,10,26,23924855|25432084|25520153|27517752|28550662|32373962|33367122|34572136|37773843|40006622,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Polycystic_Ovary_Syndrome,treat,10,23,16580386|17105841|19890022|21865358|27904553|33338947|34397797|37462232|37832133|39520555,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Angina_Pectoris,treat,10,23,12891299|14745145|16808312|19640331|32142170|8809516|8862101|9011785|9468077|9860376,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Cerebral_Infarction,treat,11,25,17377212|18070096|19211998|23251573|25612744|25861297|27418824|29263150|30524673|33447039|37734804,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Chemical_and_Drug_Induced_Liver_Injury,treat,10,51,1537472|30450988|30649272|31607677|32175023|34983554|36520527|37201021|37268254|39206395,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Edema,treat,10,29,18255137|22819122|28287432|31269349|32125970|33652851|35064813|39667684|40693125|41019678,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neurologic_Manifestations,treat,10,27,15823246|21666443|22182305|25632791|29617679|30631264|33735898|37513826|39278849|39704877,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Osteoporotic_Fractures,treat,10,23,19077150|25893198|27932879|31925587|32206736|32214812|32838702|35421557|35671582|40901174,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypoxia,treat,10,26,12750068|17277047|18976673|20433776|26228060|27116885|30024693|31734315|32950929|36156330,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Multiple_Myeloma,treat,10,21,15069546|15090747|15287916|15551657|16917207|17655704|18055977|26426180|26514497|34907484,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Thrombosis,treat,10,24,10371111|10842900|11342472|11888512|17904146|22915623|24388572|27273142|34823539|35406712,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Vascular_System_Injuries,treat,10,21,10636283|12114036|15076215|15520323|18791454|20031817|20673352|23817506|27993685|30982448,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Aortic_Aneurysm_Abdominal,treat,10,21,15621996|16414398|17574455|20809215|22222170|29549671|29743974|32173476|32617140|35704059,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Liver_Failure,treat,10,47,30649272|32010989|32175023|32767644|33882199|33966478|35406712|37400395|37789023|40744817,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Melanoma,treat,10,21,18199328|21162733|24101161|31201905|33179075|34572136|34764332|35450036|36228882|38044042,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pancreatic_Neoplasms,treat,10,21,29627496|32402990|32829010|33125137|35891667|36422538|37293171|37752238|39262466|39300376,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Vasospasm_Intracranial,treat,10,20,12468796|16051891|16639331|18658043|19199459|19955895|23230690|26587185|27400100|34054685,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Wounds_and_Injuries,treat,10,25,24734079|25752328|27237190|27511325|33164619|33349105|36159664|36415144|37866233|37929666,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Blood_Platelet_Disorders,treat,10,22,11684797|12938827|12958617|18264124|20016721|20525309|22409214|23352311|2803348|30402489,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Brain_Injuries,treat,10,19,11546915|15823246|16051891|18759586|19166837|19388355|23054025|31591692|31734315|36100985,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Diabetes_Mellitus_Type_1,treat,10,19,11358679|1574950|20201297|30413166|31985637|33536102|34644264|34896343|35193378|7711988,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Fractures_Bone,treat,10,22,12412808|17569286|17622479|17897477|19880111|20639051|23951451|25542644|27061579|31211127,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neuroinflammatory_Diseases,treat,10,20,30236762|30524484|30631264|30699879|31513872|31655202|32524380|34630094|36100985|37715015,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Atrial_Fibrillation,treat,11,23,12955433|17270161|17904146|18442529|19367026|21329846|22520536|22984252|25153633|37335632|37580234,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Dementia,treat,10,21,17640385|19370582|24520388|25698600|27048383|27473843|30395886|31557051|39837893|40860508,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Liver_Cirrhosis,treat,10,20,24098525|33204591|35811365|35830548|36367620|37213003|37381761|38128755|39908052|40195910,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neurodegenerative_Diseases,treat,10,21,21224519|30524484|32524380|32872566|33002367|33735898|36992618|37513826|39704877|40482451,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Non_alcoholic_Fatty_Liver_Disease,treat,10,21,19448566|19946244|27634010|30047465|31316716|32145332|32242391|35277075|36520527|37644746,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pain,treat,10,27,23828228|23858814|24129167|28928655|33395684|33815046|35429339|35983393|37661989|40693125,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Cerebral_Hemorrhage,treat,10,19,19644071|23208905|23459792|23837132|28237480|29054366|29285177|30631264|33278834|36100985,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Coronary_Aneurysm,treat,11,19,15694936|16710086|16765358|17336698|18266852|19018143|19284399|19443679|20716235|22740232|7572690,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Infarction_Middle_Cerebral_Artery,treat,10,17,15692108|16480888|17288739|18544044|18927449|20451219|23041512|23391769|29784898|32133735,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Memory_Disorders,treat,10,25,11401190|17603272|18441510|21224519|22492027|22663955|33548270|34349106|37454825|39415568,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pneumonia,treat,10,18,16127082|16285592|19324974|20673352|21437040|23518214|23568231|25146127|26094286|31206313,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Soft_Tissue_Injuries,treat,10,17,17196726|19085860|19644071|24105712|24912811|26094286|26157709|33349105|37966573|38278349,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Calvarial_hyperostosis,treat,10,16,17721043|20024970|24016857|24100891|24589359|26996657|27275850|33575165|38077229|38134992,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Cardiomyopathies,treat,10,20,15076231|15084372|18598004|22796581|23057007|25780404|29165724|29250545|35106078|40089196,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Chronic_Periodontitis,treat,10,16,20151799|23713634|27092208|28298823|28413591|30186882|31196047|31448832|36582946|36891284,@CHEMICAL_Simvastatin
