drug_name,drug_id,disease_name,disease_id,pmid_count,total_articles
atenolol,@CHEMICAL_Atenolol,Ventricular Fibrillation,@DISEASE_Ventricular_Fibrillation,10,18
atenolol,@CHEMICAL_Atenolol,Anxiety,@DISEASE_Anxiety,10,17
atenolol,@CHEMICAL_Atenolol,Hypertrophy,@DISEASE_Hypertrophy,10,16
atenolol,@CHEMICAL_Atenolol,Proteinuria,@DISEASE_Proteinuria,10,14
atenolol,@CHEMICAL_Atenolol,Ventricular Outflow Obstruction Left,@DISEASE_Ventricular_Outflow_Obstruction_Left,10,14
atenolol,@CHEMICAL_Atenolol,Cardiomegaly,@DISEASE_Cardiomegaly,10,13
atenolol,@CHEMICAL_Atenolol,Neurocirculatory Asthenia,@DISEASE_Neurocirculatory_Asthenia,10,13
atenolol,@CHEMICAL_Atenolol,Optic Neuropathy Ischemic,@DISEASE_Optic_Neuropathy_Ischemic,10,15
atenolol,@CHEMICAL_Atenolol,Pulmonary Disease Chronic Obstructive,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,10,15
atenolol,@CHEMICAL_Atenolol,Cardiomyopathies,@DISEASE_Cardiomyopathies,10,13
atenolol,@CHEMICAL_Atenolol,Chest Pain,@DISEASE_Chest_Pain,10,14
atenolol,@CHEMICAL_Atenolol,271245,@DISEASE_271245,10,11
atenolol,@CHEMICAL_Atenolol,Blood Platelet Disorders,@DISEASE_Blood_Platelet_Disorders,10,12
atenolol,@CHEMICAL_Atenolol,Metabolic Syndrome,@DISEASE_Metabolic_Syndrome,10,12
atenolol,@CHEMICAL_Atenolol,Albuminuria,@DISEASE_Albuminuria,10,11
atenolol,@CHEMICAL_Atenolol,Essential Tremor,@DISEASE_Essential_Tremor,10,10
atenolol,@CHEMICAL_Atenolol,Glaucoma,@DISEASE_Glaucoma,10,11
atenolol,@CHEMICAL_Atenolol,Hemangioma,@DISEASE_Hemangioma,10,10
atenolol,@CHEMICAL_Atenolol,Syncope Vasovagal,@DISEASE_Syncope_Vasovagal,10,11
atenolol,@CHEMICAL_Atenolol,Diabetic Nephropathies,@DISEASE_Diabetic_Nephropathies,9,9
atenolol,@CHEMICAL_Atenolol,Headache,@DISEASE_Headache,10,21
atenolol,@CHEMICAL_Atenolol,Mitral Valve Stenosis,@DISEASE_Mitral_Valve_Stenosis,10,10
atenolol,@CHEMICAL_Atenolol,ST Elevation Myocardial Infarction,@DISEASE_ST_Elevation_Myocardial_Infarction,10,16
atenolol,@CHEMICAL_Atenolol,Coronary Occlusion,@DISEASE_Coronary_Occlusion,8,8
atenolol,@CHEMICAL_Atenolol,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,8,8
atenolol,@CHEMICAL_Atenolol,Hyperalgesia,@DISEASE_Hyperalgesia,8,8
atenolol,@CHEMICAL_Atenolol,Hyperkinesis,@DISEASE_Hyperkinesis,8,8
atenolol,@CHEMICAL_Atenolol,Neoplasms,@DISEASE_Neoplasms,10,15
atenolol,@CHEMICAL_Atenolol,Seizures,@DISEASE_Seizures,9,9
atenolol,@CHEMICAL_Atenolol,Thyroid Adenoma Hyperfunctioning,@DISEASE_Thyroid_Adenoma_Hyperfunctioning,8,8
atenolol,@CHEMICAL_Atenolol,Dystonia 18,@DISEASE_Dystonia_18,8,8
atenolol,@CHEMICAL_Atenolol,Fibrosis,@DISEASE_Fibrosis,10,11
atenolol,@CHEMICAL_Atenolol,Intermittent Claudication,@DISEASE_Intermittent_Claudication,7,7
atenolol,@CHEMICAL_Atenolol,Ocular Hypertension,@DISEASE_Ocular_Hypertension,7,7
atenolol,@CHEMICAL_Atenolol,Phobia Social,@DISEASE_Phobia_Social,7,7
atenolol,@CHEMICAL_Atenolol,Ventricular Remodeling,@DISEASE_Ventricular_Remodeling,9,9
atenolol,@CHEMICAL_Atenolol,Aortic Root Aneurysm,@DISEASE_Aortic_Root_Aneurysm,7,7
atenolol,@CHEMICAL_Atenolol,Bronchial Spasm,@DISEASE_Bronchial_Spasm,8,8
atenolol,@CHEMICAL_Atenolol,Dyspnea,@DISEASE_Dyspnea,8,8
atenolol,@CHEMICAL_Atenolol,Hallucinations,@DISEASE_Hallucinations,6,6
atenolol,@CHEMICAL_Atenolol,Heart Arrest,@DISEASE_Heart_Arrest,10,11
atenolol,@CHEMICAL_Atenolol,Hemihyperplasia Isolated,@DISEASE_Hemihyperplasia_Isolated,4,4
atenolol,@CHEMICAL_Atenolol,Ischemic Attack Transient,@DISEASE_Ischemic_Attack_Transient,6,6
atenolol,@CHEMICAL_Atenolol,Pre Eclampsia,@DISEASE_Pre_Eclampsia,6,6
atenolol,@CHEMICAL_Atenolol,Renal Insufficiency,@DISEASE_Renal_Insufficiency,10,12
atenolol,@CHEMICAL_Atenolol,Sleep Wake Disorders,@DISEASE_Sleep_Wake_Disorders,8,8
atenolol,@CHEMICAL_Atenolol,Tachycardia Atrioventricular Nodal Reentry,@DISEASE_Tachycardia_Atrioventricular_Nodal_Reentry,7,7
atenolol,@CHEMICAL_Atenolol,Tachycardia Sinus,@DISEASE_Tachycardia_Sinus,6,6
atenolol,@CHEMICAL_Atenolol,212500,@DISEASE_212500,6,6
atenolol,@CHEMICAL_Atenolol,261515,@DISEASE_261515,5,5
atenolol,@CHEMICAL_Atenolol,Airway Obstruction,@DISEASE_Airway_Obstruction,7,7
atenolol,@CHEMICAL_Atenolol,Angina Unstable,@DISEASE_Angina_Unstable,5,5
atenolol,@CHEMICAL_Atenolol,Carotid Artery Diseases,@DISEASE_Carotid_Artery_Diseases,5,5
atenolol,@CHEMICAL_Atenolol,Delayed Emergence from Anesthesia,@DISEASE_Delayed_Emergence_from_Anesthesia,9,9
atenolol,@CHEMICAL_Atenolol,Dizziness,@DISEASE_Dizziness,10,14
atenolol,@CHEMICAL_Atenolol,Drug Related Side Effects and Adverse Reactions,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,9,9
atenolol,@CHEMICAL_Atenolol,Glaucoma Open Angle,@DISEASE_Glaucoma_Open_Angle,5,5
atenolol,@CHEMICAL_Atenolol,Lung Diseases,@DISEASE_Lung_Diseases,6,6
atenolol,@CHEMICAL_Atenolol,Mental Disorders,@DISEASE_Mental_Disorders,6,6
atenolol,@CHEMICAL_Atenolol,Necrosis,@DISEASE_Necrosis,5,5
atenolol,@CHEMICAL_Atenolol,Organizing Pneumonia,@DISEASE_Organizing_Pneumonia,5,5
atenolol,@CHEMICAL_Atenolol,Pheochromocytoma,@DISEASE_Pheochromocytoma,6,6
atenolol,@CHEMICAL_Atenolol,Pulmonary Valve Stenosis,@DISEASE_Pulmonary_Valve_Stenosis,5,5
atenolol,@CHEMICAL_Atenolol,Romano Ward Syndrome,@DISEASE_Romano_Ward_Syndrome,5,5
atenolol,@CHEMICAL_Atenolol,Tension Type Headache,@DISEASE_Tension_Type_Headache,6,6
atenolol,@CHEMICAL_Atenolol,Acidosis,@DISEASE_Acidosis,6,6
atenolol,@CHEMICAL_Atenolol,Autonomic Nervous System Diseases,@DISEASE_Autonomic_Nervous_System_Diseases,4,4
atenolol,@CHEMICAL_Atenolol,Cerebral Infarction,@DISEASE_Cerebral_Infarction,4,4
atenolol,@CHEMICAL_Atenolol,Coronary Aneurysm,@DISEASE_Coronary_Aneurysm,6,6
atenolol,@CHEMICAL_Atenolol,Death Sudden Cardiac,@DISEASE_Death_Sudden_Cardiac,5,5
atenolol,@CHEMICAL_Atenolol,Drug Hypersensitivity,@DISEASE_Drug_Hypersensitivity,5,5
atenolol,@CHEMICAL_Atenolol,Graves Disease,@DISEASE_Graves_Disease,4,4
atenolol,@CHEMICAL_Atenolol,Horner Syndrome,@DISEASE_Horner_Syndrome,4,4
atenolol,@CHEMICAL_Atenolol,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,4,4
atenolol,@CHEMICAL_Atenolol,Hyperlipoproteinemia Type II,@DISEASE_Hyperlipoproteinemia_Type_II,5,5
atenolol,@CHEMICAL_Atenolol,Hypertension Portal,@DISEASE_Hypertension_Portal,4,4
atenolol,@CHEMICAL_Atenolol,Intestinal Diseases,@DISEASE_Intestinal_Diseases,4,4
atenolol,@CHEMICAL_Atenolol,Kidney Failure Chronic,@DISEASE_Kidney_Failure_Chronic,5,5
atenolol,@CHEMICAL_Atenolol,MASS syndrome,@DISEASE_MASS_syndrome,4,4
atenolol,@CHEMICAL_Atenolol,Mitral Valve Insufficiency,@DISEASE_Mitral_Valve_Insufficiency,4,4
atenolol,@CHEMICAL_Atenolol,Myocardial Stunning,@DISEASE_Myocardial_Stunning,4,4
atenolol,@CHEMICAL_Atenolol,Peripheral Arterial Disease,@DISEASE_Peripheral_Arterial_Disease,4,4
atenolol,@CHEMICAL_Atenolol,Phobic Disorders,@DISEASE_Phobic_Disorders,5,5
atenolol,@CHEMICAL_Atenolol,Renal Insufficiency Chronic,@DISEASE_Renal_Insufficiency_Chronic,5,5
atenolol,@CHEMICAL_Atenolol,Sick Sinus Syndrome,@DISEASE_Sick_Sinus_Syndrome,8,8
atenolol,@CHEMICAL_Atenolol,Sleep Initiation and Maintenance Disorders,@DISEASE_Sleep_Initiation_and_Maintenance_Disorders,5,5
atenolol,@CHEMICAL_Atenolol,Stiff Skin Syndrome,@DISEASE_Stiff_Skin_Syndrome,4,4
atenolol,@CHEMICAL_Atenolol,Weight Loss,@DISEASE_Weight_Loss,6,6
atenolol,@CHEMICAL_Atenolol,Alcohol Withdrawal Seizures,@DISEASE_Alcohol_Withdrawal_Seizures,3,3
atenolol,@CHEMICAL_Atenolol,Andersen Syndrome,@DISEASE_Andersen_Syndrome,3,3
atenolol,@CHEMICAL_Atenolol,Anterior Wall Myocardial Infarction,@DISEASE_Anterior_Wall_Myocardial_Infarction,3,3
atenolol,@CHEMICAL_Atenolol,Aortic Aneurysm Thoracic,@DISEASE_Aortic_Aneurysm_Thoracic,3,3
atenolol,@CHEMICAL_Atenolol,Aortic Valve Stenosis,@DISEASE_Aortic_Valve_Stenosis,3,3
atenolol,@CHEMICAL_Atenolol,Bronchitis Chronic,@DISEASE_Bronchitis_Chronic,3,3
atenolol,@CHEMICAL_Atenolol,Cardiac Output High,@DISEASE_Cardiac_Output_High,3,3
atenolol,@CHEMICAL_Atenolol,Collagen Diseases,@DISEASE_Collagen_Diseases,3,3
atenolol,@CHEMICAL_Atenolol,Constriction Pathologic,@DISEASE_Constriction_Pathologic,4,4
atenolol,@CHEMICAL_Atenolol,Coronary Stenosis,@DISEASE_Coronary_Stenosis,3,3
atenolol,@CHEMICAL_Atenolol,Dyslipidemias,@DISEASE_Dyslipidemias,5,5
atenolol,@CHEMICAL_Atenolol,Fatigue,@DISEASE_Fatigue,10,21
atenolol,@CHEMICAL_Atenolol,Fever,@DISEASE_Fever,5,5
atenolol,@CHEMICAL_Atenolol,Flushing,@DISEASE_Flushing,8,8
atenolol,@CHEMICAL_Atenolol,Glucose Intolerance,@DISEASE_Glucose_Intolerance,5,5
atenolol,@CHEMICAL_Atenolol,Hypertension Renovascular,@DISEASE_Hypertension_Renovascular,3,3
atenolol,@CHEMICAL_Atenolol,Hypokalemia,@DISEASE_Hypokalemia,3,3
atenolol,@CHEMICAL_Atenolol,Hypotension Orthostatic,@DISEASE_Hypotension_Orthostatic,5,5
atenolol,@CHEMICAL_Atenolol,Hypoxia,@DISEASE_Hypoxia,3,3
atenolol,@CHEMICAL_Atenolol,Hypoxia Brain,@DISEASE_Hypoxia_Brain,3,3
atenolol,@CHEMICAL_Atenolol,Liver Cirrhosis,@DISEASE_Liver_Cirrhosis,4,4
atenolol,@CHEMICAL_Atenolol,Liver Diseases,@DISEASE_Liver_Diseases,4,4
atenolol,@CHEMICAL_Atenolol,Muscle Weakness,@DISEASE_Muscle_Weakness,3,3
atenolol,@CHEMICAL_Atenolol,Nephrosclerosis,@DISEASE_Nephrosclerosis,3,3
atenolol,@CHEMICAL_Atenolol,Nervous System Diseases,@DISEASE_Nervous_System_Diseases,3,3
atenolol,@CHEMICAL_Atenolol,Psoriasis,@DISEASE_Psoriasis,5,5
atenolol,@CHEMICAL_Atenolol,Sepsis,@DISEASE_Sepsis,3,3
atenolol,@CHEMICAL_Atenolol,Status Epilepticus,@DISEASE_Status_Epilepticus,3,3
atenolol,@CHEMICAL_Atenolol,Substance Withdrawal Syndrome,@DISEASE_Substance_Withdrawal_Syndrome,10,10
atenolol,@CHEMICAL_Atenolol,Thrombosis,@DISEASE_Thrombosis,3,3
atenolol,@CHEMICAL_Atenolol,Vascular Diseases,@DISEASE_Vascular_Diseases,5,5
atenolol,@CHEMICAL_Atenolol,610141,@DISEASE_610141,3,3
atenolol,@CHEMICAL_Atenolol,Abnormalities Drug Induced,@DISEASE_Abnormalities_Drug_Induced,2,2
atenolol,@CHEMICAL_Atenolol,Acute Coronary Syndrome,@DISEASE_Acute_Coronary_Syndrome,2,2
atenolol,@CHEMICAL_Atenolol,Adrenal Insufficiency,@DISEASE_Adrenal_Insufficiency,3,3
atenolol,@CHEMICAL_Atenolol,Akathisia Drug Induced,@DISEASE_Akathisia_Drug_Induced,3,3
atenolol,@CHEMICAL_Atenolol,Anemia,@DISEASE_Anemia,2,2
atenolol,@CHEMICAL_Atenolol,Aneurysm,@DISEASE_Aneurysm,2,2
atenolol,@CHEMICAL_Atenolol,Aortic Coarctation,@DISEASE_Aortic_Coarctation,2,2
atenolol,@CHEMICAL_Atenolol,Aortic Dissection,@DISEASE_Aortic_Dissection,3,3
atenolol,@CHEMICAL_Atenolol,Apnea,@DISEASE_Apnea,2,2
atenolol,@CHEMICAL_Atenolol,Arrhythmia Sinus,@DISEASE_Arrhythmia_Sinus,4,4
atenolol,@CHEMICAL_Atenolol,Arrhythmogenic Right Ventricular Dysplasia,@DISEASE_Arrhythmogenic_Right_Ventricular_Dysplasia,2,2
atenolol,@CHEMICAL_Atenolol,Ascites,@DISEASE_Ascites,2,2
atenolol,@CHEMICAL_Atenolol,Ataxia Telangiectasia,@DISEASE_Ataxia_Telangiectasia,2,2
atenolol,@CHEMICAL_Atenolol,Atrioventricular Block,@DISEASE_Atrioventricular_Block,8,8
atenolol,@CHEMICAL_Atenolol,Bacterial Infections,@DISEASE_Bacterial_Infections,2,2
atenolol,@CHEMICAL_Atenolol,Blast Crisis,@DISEASE_Blast_Crisis,2,2
atenolol,@CHEMICAL_Atenolol,Breast Neoplasms,@DISEASE_Breast_Neoplasms,3,3
atenolol,@CHEMICAL_Atenolol,Brugada Syndrome,@DISEASE_Brugada_Syndrome,2,2
atenolol,@CHEMICAL_Atenolol,Cap Myopathy,@DISEASE_Cap_Myopathy,2,2
atenolol,@CHEMICAL_Atenolol,Cardiomyopathy Dilated with Left Ventricular Noncompaction,@DISEASE_Cardiomyopathy_Dilated_with_Left_Ventricular_Noncompaction,2,2
atenolol,@CHEMICAL_Atenolol,Cardiomyopathy Hypertrophic Familial,@DISEASE_Cardiomyopathy_Hypertrophic_Familial,2,2
atenolol,@CHEMICAL_Atenolol,Cardiotoxicity,@DISEASE_Cardiotoxicity,5,5
atenolol,@CHEMICAL_Atenolol,Chronobiology Disorders,@DISEASE_Chronobiology_Disorders,2,2
atenolol,@CHEMICAL_Atenolol,Ciuffo Syndrome,@DISEASE_Ciuffo_Syndrome,2,2
atenolol,@CHEMICAL_Atenolol,Cognitive Dysfunction,@DISEASE_Cognitive_Dysfunction,2,2
atenolol,@CHEMICAL_Atenolol,Conversion Disorder,@DISEASE_Conversion_Disorder,2,2
atenolol,@CHEMICAL_Atenolol,Craniocerebral Trauma,@DISEASE_Craniocerebral_Trauma,2,2
atenolol,@CHEMICAL_Atenolol,Discrete Subaortic Stenosis,@DISEASE_Discrete_Subaortic_Stenosis,2,2
atenolol,@CHEMICAL_Atenolol,Disease,@DISEASE_Disease,3,3
atenolol,@CHEMICAL_atenolol_chlortalidone_drug_combinations,Hypertension,@DISEASE_Hypertension,1,1
simvastatin,@CHEMICAL_Simvastatin,Inflammation,@DISEASE_Inflammation,10,613
simvastatin,@CHEMICAL_Simvastatin,Hypercholesterolemia,@DISEASE_Hypercholesterolemia,10,544
simvastatin,@CHEMICAL_Simvastatin,Hyperlipoproteinemia Type II,@DISEASE_Hyperlipoproteinemia_Type_II,10,364
simvastatin,@CHEMICAL_Simvastatin,Atherosclerosis,@DISEASE_Atherosclerosis,10,268
simvastatin,@CHEMICAL_Simvastatin,Neoplasms,@DISEASE_Neoplasms,10,269
simvastatin,@CHEMICAL_Simvastatin,Hyperlipidemias,@DISEASE_Hyperlipidemias,10,239
simvastatin,@CHEMICAL_Simvastatin,Coronary Disease,@DISEASE_Coronary_Disease,10,215
simvastatin,@CHEMICAL_Simvastatin,Cardiovascular Diseases,@DISEASE_Cardiovascular_Diseases,10,210
simvastatin,@CHEMICAL_Simvastatin,Diabetes Mellitus,@DISEASE_Diabetes_Mellitus,10,211
simvastatin,@CHEMICAL_Simvastatin,Dyslipidemias,@DISEASE_Dyslipidemias,10,187
simvastatin,@CHEMICAL_Simvastatin,Diabetes Mellitus Type 2,@DISEASE_Diabetes_Mellitus_Type_2,10,183
simvastatin,@CHEMICAL_Simvastatin,Coronary Artery Disease,@DISEASE_Coronary_Artery_Disease,10,131
simvastatin,@CHEMICAL_Simvastatin,Myocardial Infarction,@DISEASE_Myocardial_Infarction,10,115
simvastatin,@CHEMICAL_Simvastatin,Fibrosis,@DISEASE_Fibrosis,10,101
simvastatin,@CHEMICAL_Simvastatin,Ischemia,@DISEASE_Ischemia,10,94
simvastatin,@CHEMICAL_Simvastatin,Hypertension,@DISEASE_Hypertension,10,93
simvastatin,@CHEMICAL_Simvastatin,Breast Neoplasms,@DISEASE_Breast_Neoplasms,10,87
simvastatin,@CHEMICAL_Simvastatin,Acute Coronary Syndrome,@DISEASE_Acute_Coronary_Syndrome,10,81
simvastatin,@CHEMICAL_Simvastatin,Bone Diseases,@DISEASE_Bone_Diseases,10,88
simvastatin,@CHEMICAL_Simvastatin,Vascular Diseases,@DISEASE_Vascular_Diseases,10,83
simvastatin,@CHEMICAL_Simvastatin,Stroke,@DISEASE_Stroke,10,82
simvastatin,@CHEMICAL_Simvastatin,Alzheimer Disease,@DISEASE_Alzheimer_Disease,10,78
simvastatin,@CHEMICAL_Simvastatin,Reperfusion Injury,@DISEASE_Reperfusion_Injury,10,72
simvastatin,@CHEMICAL_Simvastatin,Heart Diseases,@DISEASE_Heart_Diseases,10,65
simvastatin,@CHEMICAL_Simvastatin,Metabolic Syndrome,@DISEASE_Metabolic_Syndrome,10,57
simvastatin,@CHEMICAL_Simvastatin,Heart Failure,@DISEASE_Heart_Failure,10,56
simvastatin,@CHEMICAL_Simvastatin,Kidney Diseases,@DISEASE_Kidney_Diseases,10,57
simvastatin,@CHEMICAL_Simvastatin,Sepsis,@DISEASE_Sepsis,10,51
simvastatin,@CHEMICAL_Simvastatin,Brain Ischemia,@DISEASE_Brain_Ischemia,10,49
simvastatin,@CHEMICAL_Simvastatin,Prostatic Neoplasms,@DISEASE_Prostatic_Neoplasms,10,48
simvastatin,@CHEMICAL_Simvastatin,Colorectal Neoplasms,@DISEASE_Colorectal_Neoplasms,10,47
simvastatin,@CHEMICAL_Simvastatin,Epileptic Syndromes,@DISEASE_Epileptic_Syndromes,10,41
simvastatin,@CHEMICAL_Simvastatin,Osteoporosis,@DISEASE_Osteoporosis,10,43
simvastatin,@CHEMICAL_Simvastatin,Subarachnoid Hemorrhage,@DISEASE_Subarachnoid_Hemorrhage,10,45
simvastatin,@CHEMICAL_Simvastatin,Renal Insufficiency Chronic,@DISEASE_Renal_Insufficiency_Chronic,10,43
simvastatin,@CHEMICAL_Simvastatin,Cognition Disorders,@DISEASE_Cognition_Disorders,10,51
simvastatin,@CHEMICAL_Simvastatin,Hypertension Pulmonary,@DISEASE_Hypertension_Pulmonary,10,41
simvastatin,@CHEMICAL_Simvastatin,Myocardial Ischemia,@DISEASE_Myocardial_Ischemia,10,39
simvastatin,@CHEMICAL_Simvastatin,Infarction,@DISEASE_Infarction,10,40
simvastatin,@CHEMICAL_Simvastatin,Obesity,@DISEASE_Obesity,10,40
simvastatin,@CHEMICAL_Simvastatin,Death,@DISEASE_Death,10,46
simvastatin,@CHEMICAL_Simvastatin,Brain Injuries Traumatic,@DISEASE_Brain_Injuries_Traumatic,10,35
simvastatin,@CHEMICAL_Simvastatin,Parkinson Disease,@DISEASE_Parkinson_Disease,10,33
simvastatin,@CHEMICAL_Simvastatin,Pulmonary Disease Chronic Obstructive,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,10,43
simvastatin,@CHEMICAL_Simvastatin,Plaque Atherosclerotic,@DISEASE_Plaque_Atherosclerotic,10,34
simvastatin,@CHEMICAL_Simvastatin,Hypertriglyceridemia,@DISEASE_Hypertriglyceridemia,10,32
simvastatin,@CHEMICAL_Simvastatin,Infections,@DISEASE_Infections,10,35
simvastatin,@CHEMICAL_Simvastatin,Lung Diseases,@DISEASE_Lung_Diseases,10,34
simvastatin,@CHEMICAL_Simvastatin,Depressive Disorder,@DISEASE_Depressive_Disorder,10,40
simvastatin,@CHEMICAL_Simvastatin,Multiple Sclerosis,@DISEASE_Multiple_Sclerosis,10,35
simvastatin,@CHEMICAL_Simvastatin,Acute Lung Injury,@DISEASE_Acute_Lung_Injury,10,30
simvastatin,@CHEMICAL_Simvastatin,Aortic Valve Stenosis,@DISEASE_Aortic_Valve_Stenosis,10,28
simvastatin,@CHEMICAL_Simvastatin,Carcinoma Hepatocellular,@DISEASE_Carcinoma_Hepatocellular,10,30
simvastatin,@CHEMICAL_Simvastatin,Neoplasm Metastasis,@DISEASE_Neoplasm_Metastasis,10,29
simvastatin,@CHEMICAL_Simvastatin,Nerve Degeneration,@DISEASE_Nerve_Degeneration,10,26
simvastatin,@CHEMICAL_Simvastatin,Cardiomegaly,@DISEASE_Cardiomegaly,10,24
simvastatin,@CHEMICAL_Simvastatin,Lung Injury,@DISEASE_Lung_Injury,10,25
simvastatin,@CHEMICAL_Simvastatin,Periodontitis,@DISEASE_Periodontitis,10,25
simvastatin,@CHEMICAL_Simvastatin,Pulmonary Arterial Hypertension,@DISEASE_Pulmonary_Arterial_Hypertension,10,24
simvastatin,@CHEMICAL_Simvastatin,Ventricular Remodeling,@DISEASE_Ventricular_Remodeling,10,25
simvastatin,@CHEMICAL_Simvastatin,Arthritis Rheumatoid,@DISEASE_Arthritis_Rheumatoid,10,25
simvastatin,@CHEMICAL_Simvastatin,Hypertrophy,@DISEASE_Hypertrophy,10,24
simvastatin,@CHEMICAL_Simvastatin,Lung Neoplasms,@DISEASE_Lung_Neoplasms,10,26
simvastatin,@CHEMICAL_Simvastatin,Polycystic Ovary Syndrome,@DISEASE_Polycystic_Ovary_Syndrome,10,23
simvastatin,@CHEMICAL_Simvastatin,Angina Pectoris,@DISEASE_Angina_Pectoris,10,23
simvastatin,@CHEMICAL_Simvastatin,Cerebral Infarction,@DISEASE_Cerebral_Infarction,10,24
simvastatin,@CHEMICAL_Simvastatin,Chemical and Drug Induced Liver Injury,@DISEASE_Chemical_and_Drug_Induced_Liver_Injury,10,51
simvastatin,@CHEMICAL_Simvastatin,Edema,@DISEASE_Edema,10,29
simvastatin,@CHEMICAL_Simvastatin,Neurologic Manifestations,@DISEASE_Neurologic_Manifestations,10,27
simvastatin,@CHEMICAL_Simvastatin,Osteoporotic Fractures,@DISEASE_Osteoporotic_Fractures,10,23
simvastatin,@CHEMICAL_Simvastatin,Hypoxia,@DISEASE_Hypoxia,10,26
simvastatin,@CHEMICAL_Simvastatin,Multiple Myeloma,@DISEASE_Multiple_Myeloma,10,21
simvastatin,@CHEMICAL_Simvastatin,Thrombosis,@DISEASE_Thrombosis,10,24
simvastatin,@CHEMICAL_Simvastatin,Vascular System Injuries,@DISEASE_Vascular_System_Injuries,10,21
simvastatin,@CHEMICAL_Simvastatin,Aortic Aneurysm Abdominal,@DISEASE_Aortic_Aneurysm_Abdominal,10,21
simvastatin,@CHEMICAL_Simvastatin,Liver Failure,@DISEASE_Liver_Failure,10,47
simvastatin,@CHEMICAL_Simvastatin,Melanoma,@DISEASE_Melanoma,10,21
simvastatin,@CHEMICAL_Simvastatin,Pancreatic Neoplasms,@DISEASE_Pancreatic_Neoplasms,10,21
simvastatin,@CHEMICAL_Simvastatin,Vasospasm Intracranial,@DISEASE_Vasospasm_Intracranial,10,20
simvastatin,@CHEMICAL_Simvastatin,Wounds and Injuries,@DISEASE_Wounds_and_Injuries,10,25
simvastatin,@CHEMICAL_Simvastatin,Blood Platelet Disorders,@DISEASE_Blood_Platelet_Disorders,10,22
simvastatin,@CHEMICAL_Simvastatin,Brain Injuries,@DISEASE_Brain_Injuries,10,19
simvastatin,@CHEMICAL_Simvastatin,Diabetes Mellitus Type 1,@DISEASE_Diabetes_Mellitus_Type_1,10,19
simvastatin,@CHEMICAL_Simvastatin,Fractures Bone,@DISEASE_Fractures_Bone,10,22
simvastatin,@CHEMICAL_Simvastatin,Neuroinflammatory Diseases,@DISEASE_Neuroinflammatory_Diseases,10,20
simvastatin,@CHEMICAL_Simvastatin,Atrial Fibrillation,@DISEASE_Atrial_Fibrillation,10,22
simvastatin,@CHEMICAL_Simvastatin,Dementia,@DISEASE_Dementia,10,21
simvastatin,@CHEMICAL_Simvastatin,Liver Cirrhosis,@DISEASE_Liver_Cirrhosis,10,20
simvastatin,@CHEMICAL_Simvastatin,Neurodegenerative Diseases,@DISEASE_Neurodegenerative_Diseases,10,21
simvastatin,@CHEMICAL_Simvastatin,Non alcoholic Fatty Liver Disease,@DISEASE_Non_alcoholic_Fatty_Liver_Disease,10,21
simvastatin,@CHEMICAL_Simvastatin,Pain,@DISEASE_Pain,10,27
simvastatin,@CHEMICAL_Simvastatin,Cerebral Hemorrhage,@DISEASE_Cerebral_Hemorrhage,10,18
simvastatin,@CHEMICAL_Simvastatin,Coronary Aneurysm,@DISEASE_Coronary_Aneurysm,10,18
simvastatin,@CHEMICAL_Simvastatin,Infarction Middle Cerebral Artery,@DISEASE_Infarction_Middle_Cerebral_Artery,10,17
simvastatin,@CHEMICAL_Simvastatin,Memory Disorders,@DISEASE_Memory_Disorders,10,25
simvastatin,@CHEMICAL_Simvastatin,Pneumonia,@DISEASE_Pneumonia,10,18
simvastatin,@CHEMICAL_Simvastatin,Soft Tissue Injuries,@DISEASE_Soft_Tissue_Injuries,10,17
simvastatin,@CHEMICAL_Simvastatin,Calvarial hyperostosis,@DISEASE_Calvarial_hyperostosis,10,16
simvastatin,@CHEMICAL_Simvastatin,Cardiomyopathies,@DISEASE_Cardiomyopathies,10,20
simvastatin,@CHEMICAL_Simvastatin,Chronic Periodontitis,@DISEASE_Chronic_Periodontitis,10,16
simvastatin,@CHEMICAL_Simvastatin,Congenital Abnormalities,@DISEASE_Congenital_Abnormalities,10,17
simvastatin,@CHEMICAL_Simvastatin,Drug Related Side Effects and Adverse Reactions,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,10,102
simvastatin,@CHEMICAL_Simvastatin,Hemorrhage,@DISEASE_Hemorrhage,10,28
simvastatin,@CHEMICAL_Simvastatin,Nephrotic Syndrome,@DISEASE_Nephrotic_Syndrome,10,17
simvastatin,@CHEMICAL_Simvastatin,Triple Negative Breast Neoplasms,@DISEASE_Triple_Negative_Breast_Neoplasms,10,16
simvastatin,@CHEMICAL_Simvastatin,Asthma,@DISEASE_Asthma,10,16
simvastatin,@CHEMICAL_Simvastatin,Brain Edema,@DISEASE_Brain_Edema,10,15
simvastatin,@CHEMICAL_Simvastatin,Fatty Liver,@DISEASE_Fatty_Liver,10,17
simvastatin,@CHEMICAL_Simvastatin,Peripheral Arterial Disease,@DISEASE_Peripheral_Arterial_Disease,10,15
