id,type,label,aliases,source_ids
icd:9:5199,disease,Unspecified disease of respiratory system,,
icd:9:52100,disease,"Dental caries, unspecified",,
icd:9:52109,disease,Other dental caries,,
icd:9:5224,disease,Acute apical periodontitis of pulpal origin,,
icd:9:5225,disease,Periapical abscess without sinus,,
icd:9:5227,disease,Periapical abscess with sinus,,
icd:9:52330,disease,"Aggressive periodontitis, unspecified",,
icd:9:52331,disease,"Aggressive periodontitis, localized",,
icd:9:52333,disease,Acute periodontitis,,
icd:9:52342,disease,"Chronic periodontitis, generalized",,
icd:9:52571,disease,Osseointegration failure of dental implant,,
icd:9:5264,disease,Inflammatory conditions of jaw,,
icd:9:5269,disease,Unspecified disease of the jaws,,
icd:9:5272,disease,Sialoadenitis,,
icd:9:5273,disease,Abscess of salivary gland,,
icd:9:5275,disease,Sialolithiasis,,
icd:9:5276,disease,Mucocele of salivary gland,,
icd:9:5277,disease,Disturbance of salivary secretion,,
icd:9:5278,disease,Other specified diseases of the salivary glands,,
icd:9:5279,disease,Unspecified disease of the salivary glands,,
icd:9:52800,disease,"Stomatitis and mucositis, unspecified",,
icd:9:52801,disease,Mucositis (ulcerative) due to antineoplastic therapy,,
icd:9:52809,disease,Other stomatitis and mucositis (ulcerative),,
icd:9:5282,disease,Oral aphthae,,
icd:9:5283,disease,Cellulitis and abscess of oral soft tissues,,
icd:9:5285,disease,Diseases of lips,,
icd:9:5286,disease,"Leukoplakia of oral mucosa, including tongue",,
icd:9:5289,disease,Other and unspecified diseases of the oral soft tissues,,
icd:9:5300,disease,Achalasia and cardiospasm,,
icd:9:53010,disease,"Esophagitis, unspecified",,
icd:9:53011,disease,Reflux esophagitis,,
icd:9:53012,disease,Acute esophagitis,,
icd:9:53013,disease,Eosinophilic esophagitis,,
icd:9:53019,disease,Other esophagitis,,
icd:9:53020,disease,Ulcer of esophagus without bleeding,,
icd:9:53021,disease,Ulcer of esophagus with bleeding,,
icd:9:5303,disease,Stricture and stenosis of esophagus,,
icd:9:5304,disease,Perforation of esophagus,,
icd:9:5305,disease,Dyskinesia of esophagus,,
icd:9:5306,disease,"Diverticulum of esophagus, acquired",,
icd:9:5307,disease,Gastroesophageal laceration-hemorrhage syndrome,,
icd:9:53081,disease,Esophageal reflux,,
icd:9:53082,disease,Esophageal hemorrhage,,
icd:9:53084,disease,Tracheoesophageal fistula,,
icd:9:53085,disease,Barrett's esophagus,,
icd:9:53087,disease,Mechanical complication of esophagostomy,,
icd:9:53089,disease,Other specified disorders of esophagus,,
icd:9:5309,disease,Unspecified disorder of esophagus,,
icd:9:53100,disease,"Acute gastric ulcer with hemorrhage, without mention of obstruction",,
icd:9:53120,disease,"Acute gastric ulcer with hemorrhage and perforation, without mention of obstruction",,
icd:9:53130,disease,"Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction",,
icd:9:53140,disease,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction",,
icd:9:53141,disease,"Chronic or unspecified gastric ulcer with hemorrhage, with obstruction",,
icd:9:53150,disease,"Chronic or unspecified gastric ulcer with perforation, without mention of obstruction",,
icd:9:53151,disease,"Chronic or unspecified gastric ulcer with perforation, with obstruction",,
icd:9:53160,disease,"Chronic or unspecified gastric ulcer with hemorrhage and perforation, without mention of obstruction",,
icd:9:53190,disease,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",,
icd:9:53191,disease,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction",,
icd:9:53200,disease,"Acute duodenal ulcer with hemorrhage, without mention of obstruction",,
icd:9:53210,disease,"Acute duodenal ulcer with perforation, without mention of obstruction",,
icd:9:53220,disease,"Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction",,
icd:9:53230,disease,"Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",,
icd:9:53240,disease,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction",,
icd:9:53250,disease,"Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction",,
icd:9:53251,disease,"Chronic or unspecified duodenal ulcer with perforation, with obstruction",,
icd:9:53260,disease,"Chronic or unspecified duodenal ulcer with hemorrhage and perforation, without mention of obstruction",,
icd:9:53290,disease,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction",,
icd:9:53291,disease,"Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction",,
icd:9:53311,disease,"Acute peptic ulcer of unspecified site with perforation, with obstruction",,
icd:9:53340,disease,"Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, without mention of obstruction",,
icd:9:53390,disease,"Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",,
icd:9:53400,disease,"Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction",,
icd:9:53440,disease,"Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction",,
icd:9:53460,disease,"Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation, without mention of obstruction",,
icd:9:53490,disease,"Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",,
icd:9:53491,disease,"Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction",,
icd:9:53500,disease,"Acute gastritis, without mention of hemorrhage",,
icd:9:53501,disease,"Acute gastritis, with hemorrhage",,
icd:9:53510,disease,"Atrophic gastritis, without mention of hemorrhage",,
icd:9:53511,disease,"Atrophic gastritis, with hemorrhage",,
icd:9:53520,disease,"Gastric mucosal hypertrophy, without mention of hemorrhage",,
icd:9:53530,disease,"Alcoholic gastritis, without mention of hemorrhage",,
icd:9:53531,disease,"Alcoholic gastritis, with hemorrhage",,
icd:9:53540,disease,"Other specified gastritis, without mention of hemorrhage",,
icd:9:53541,disease,"Other specified gastritis, with hemorrhage",,
icd:9:53550,disease,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage",,
icd:9:53551,disease,"Unspecified gastritis and gastroduodenitis, with hemorrhage",,
icd:9:53560,disease,"Duodenitis, without mention of hemorrhage",,
icd:9:53561,disease,"Duodenitis, with hemorrhage",,
icd:9:5360,disease,Achlorhydria,,
icd:9:5362,disease,Persistent vomiting,,
icd:9:5363,disease,Gastroparesis,,
icd:9:53640,disease,"Gastrostomy complication, unspecified",,
icd:9:53641,disease,Infection of gastrostomy,,
icd:9:53642,disease,Mechanical complication of gastrostomy,,
icd:9:53649,disease,Other gastrostomy complications,,
icd:9:5368,disease,Dyspepsia and other specified disorders of function of stomach,,
icd:9:5370,disease,Acquired hypertrophic pyloric stenosis,,
icd:9:5373,disease,Other obstruction of duodenum,,
icd:9:5374,disease,Fistula of stomach or duodenum,,
icd:9:53782,disease,Angiodysplasia of stomach and duodenum without mention of hemorrhage,,
icd:9:53783,disease,Angiodysplasia of stomach and duodenum with hemorrhage,,
icd:9:53784,disease,Dieulafoy lesion (hemorrhagic) of stomach and duodenum,,
icd:9:53789,disease,Other specified disorders of stomach and duodenum,,
icd:9:5379,disease,Unspecified disorder of stomach and duodenum,,
icd:9:538,disease,Gastrointestinal mucositis (ulcerative),,
icd:9:53909,disease,Other complications of gastric band procedure,,
icd:9:53989,disease,Other complications of other bariatric procedure,,
icd:9:5400,disease,Acute appendicitis with generalized peritonitis,,
icd:9:5401,disease,Acute appendicitis with peritoneal abscess,,
icd:9:5409,disease,Acute appendicitis without mention of peritonitis,,
icd:9:541,disease,"Appendicitis, unqualified",,
icd:9:542,disease,Other appendicitis,,
icd:9:5439,disease,Other and unspecified diseases of appendix,,
icd:9:55000,disease,"Inguinal hernia, with gangrene, unilateral or unspecified (not specified as recurrent)",,
icd:9:55001,disease,"Inguinal hernia, with gangrene, unilateral or unspecified, recurrent",,
icd:9:55010,disease,"Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified (not specified as recurrent)",,
icd:9:55011,disease,"Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified,recurrent",,
icd:9:55012,disease,"Inguinal hernia, with obstruction, without mention of gangrene, bilateral (not specified as recurrent)",,
icd:9:55013,disease,"Inguinal hernia, with obstruction, without mention of gangrene, bilateral, recurrent",,
icd:9:55090,disease,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)",,
icd:9:55091,disease,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent",,
icd:9:55092,disease,"Inguinal hernia, without mention of obstruction or gangrene, bilateral (not specified as recurrent)",,
icd:9:55093,disease,"Inguinal hernia, without mention of obstruction or gangrene, bilateral, recurrent",,
icd:9:55100,disease,"Femoral hernia with gangrene, unilateral or unspecified (not specified as recurrent)",,
icd:9:5511,disease,Umbilical hernia with gangrene,,
icd:9:55121,disease,"Incisional ventral hernia, with gangrene",,
icd:9:5513,disease,Diaphragmatic hernia with gangrene,,
icd:9:5518,disease,"Hernia of other specified sites, with gangrene",,
icd:9:55200,disease,"Femoral hernia with obstruction, unilateral or unspecified (not specified as recurrent)",,
icd:9:55202,disease,"Femoral hernia with obstruction, bilateral (not specified as recurrent)",,
icd:9:5521,disease,Umbilical hernia with obstruction,,
icd:9:55220,disease,"Ventral, unspecified, hernia with obstruction",,
icd:9:55221,disease,Incisional ventral hernia with obstruction,,
icd:9:55229,disease,Other ventral hernia with obstruction,,
icd:9:5523,disease,Diaphragmatic hernia with obstruction,,
icd:9:5528,disease,"Hernia of other specified sites, with obstruction",,
icd:9:55300,disease,"Femoral hernia without mention of obstruction of gangrene, unilateral or unspecified(not specified as recurrent)",,
icd:9:5531,disease,Umbilical hernia without mention of obstruction or gangrene,,
icd:9:55320,disease,"Ventral, unspecified, hernia without mention of obstruction or gangrene",,
icd:9:55321,disease,Incisional hernia without mention of obstruction or gangrene,,
icd:9:55329,disease,Other ventral hernia without mention of obstruction or gangrene,,
icd:9:5533,disease,Diaphragmatic hernia without mention of obstruction or gangrene,,
icd:9:5538,disease,Hernia of other specified sites without mention of obstruction or gangrene,,
icd:9:5539,disease,Hernia of unspecified site without mention of obstruction or gangrene,,
icd:9:5550,disease,Regional enteritis of small intestine,,
icd:9:5551,disease,Regional enteritis of large intestine,,
icd:9:5552,disease,Regional enteritis of small intestine with large intestine,,
icd:9:5559,disease,Regional enteritis of unspecified site,,
icd:9:5560,disease,Ulcerative (chronic) enterocolitis,,
icd:9:5561,disease,Ulcerative (chronic) ileocolitis,,
icd:9:5562,disease,Ulcerative (chronic) proctitis,,
icd:9:5563,disease,Ulcerative (chronic) proctosigmoiditis,,
icd:9:5565,disease,Left-sided ulcerative (chronic) colitis,,
icd:9:5566,disease,Universal ulcerative (chronic) colitis,,
icd:9:5568,disease,Other ulcerative colitis,,
icd:9:5569,disease,"Ulcerative colitis, unspecified",,
icd:9:5570,disease,Acute vascular insufficiency of intestine,,
icd:9:5571,disease,Chronic vascular insufficiency of intestine,,
icd:9:5579,disease,Unspecified vascular insufficiency of intestine,,
icd:9:5581,disease,Gastroenteritis and colitis due to radiation,,
icd:9:5582,disease,Toxic gastroenteritis and colitis,,
icd:9:5583,disease,Allergic gastroenteritis and colitis,,
icd:9:55841,disease,Eosinophilic gastroenteritis,,
icd:9:55842,disease,Eosinophilic colitis,,
icd:9:5589,disease,Other and unspecified noninfectious gastroenteritis and colitis,,
icd:9:5600,disease,Intussusception,,
icd:9:5601,disease,Paralytic ileus,,
icd:9:5602,disease,Volvulus,,
icd:9:56031,disease,Gallstone ileus,,
icd:9:56032,disease,Fecal impaction,,
icd:9:56039,disease,Other impaction of intestine,,
icd:9:56081,disease,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection),,
icd:9:56089,disease,Other specified intestinal obstruction,,
icd:9:5609,disease,Unspecified intestinal obstruction,,
icd:9:56200,disease,Diverticulosis of small intestine (without mention of hemorrhage),,
icd:9:56201,disease,Diverticulitis of small intestine (without mention of hemorrhage),,
icd:9:56202,disease,Diverticulosis of small intestine with hemorrhage,,
icd:9:56210,disease,Diverticulosis of colon (without mention of hemorrhage),,
icd:9:56211,disease,Diverticulitis of colon (without mention of hemorrhage),,
icd:9:56212,disease,Diverticulosis of colon with hemorrhage,,
icd:9:56213,disease,Diverticulitis of colon with hemorrhage,,
icd:9:56400,disease,"Constipation, unspecified",,
icd:9:56401,disease,Slow transit constipation,,
icd:9:56409,disease,Other constipation,,
icd:9:5641,disease,Irritable bowel syndrome,,
icd:9:5642,disease,Postgastric surgery syndromes,,
icd:9:5643,disease,Vomiting following gastrointestinal surgery,,
icd:9:5644,disease,Other postoperative functional disorders,,
icd:9:56489,disease,Other functional disorders of intestine,,
icd:9:5649,disease,Unspecified functional disorder of intestine,,
icd:9:5650,disease,Anal fissure,,
icd:9:5651,disease,Anal fistula,,
icd:9:566,disease,Abscess of anal and rectal regions,,
icd:9:56721,disease,Peritonitis (acute) generalized,,
icd:9:56722,disease,Peritoneal abscess,,
icd:9:56723,disease,Spontaneous bacterial peritonitis,,
icd:9:56729,disease,Other suppurative peritonitis,,
icd:9:56731,disease,Psoas muscle abscess,,
icd:9:56738,disease,Other retroperitoneal abscess,,
icd:9:56782,disease,Sclerosing mesenteritis,,
icd:9:56789,disease,Other specified peritonitis,,
icd:9:5679,disease,Unspecified peritonitis,,
icd:9:5680,disease,Peritoneal adhesions (postoperative) (postinfection),,
icd:9:56881,disease,Hemoperitoneum (nontraumatic),,
icd:9:56882,disease,Peritoneal effusion (chronic),,
icd:9:56889,disease,Other specified disorders of peritoneum,,
icd:9:5690,disease,Anal and rectal polyp,,
icd:9:5691,disease,Rectal prolapse,,
icd:9:5692,disease,Stenosis of rectum and anus,,
icd:9:5693,disease,Hemorrhage of rectum and anus,,
icd:9:56941,disease,Ulcer of anus and rectum,,
icd:9:56942,disease,Anal or rectal pain,,
icd:9:56949,disease,Other specified disorders of rectum and anus,,
icd:9:5695,disease,Abscess of intestine,,
icd:9:56960,disease,"Colostomy and enterostomy complication, unspecified",,
icd:9:56961,disease,Infection of colostomy or enterostomy,,
icd:9:56962,disease,Mechanical complication of colostomy and enterostomy,,
icd:9:56969,disease,Other colostomy and enterostomy complication,,
icd:9:56971,disease,Pouchitis,,
icd:9:56981,disease,"Fistula of intestine, excluding rectum and anus",,
icd:9:56982,disease,Ulceration of intestine,,
icd:9:56983,disease,Perforation of intestine,,
icd:9:56984,disease,Angiodysplasia of intestine (without mention of hemorrhage),,
icd:9:56985,disease,Angiodysplasia of intestine with hemorrhage,,
icd:9:56986,disease,Dieulafoy lesion (hemorrhagic) of intestine,,
icd:9:56989,disease,Other specified disorders of intestine,,
icd:9:5699,disease,Unspecified disorder of intestine,,
icd:9:570,disease,Acute and subacute necrosis of liver,,
icd:9:5710,disease,Alcoholic fatty liver,,
icd:9:5711,disease,Acute alcoholic hepatitis,,
icd:9:5712,disease,Alcoholic cirrhosis of liver,,
icd:9:57142,disease,Autoimmune hepatitis,,
icd:9:57149,disease,Other chronic hepatitis,,
icd:9:5715,disease,Cirrhosis of liver without mention of alcohol,,
icd:9:5716,disease,Biliary cirrhosis,,
icd:9:5718,disease,Other chronic nonalcoholic liver disease,,
icd:9:5720,disease,Abscess of liver,,
icd:9:5722,disease,Hepatic encephalopathy,,
icd:9:5723,disease,Portal hypertension,,
icd:9:5724,disease,Hepatorenal syndrome,,
icd:9:5728,disease,Other sequelae of chronic liver disease,,
icd:9:5730,disease,Chronic passive congestion of liver,,
icd:9:5733,disease,"Hepatitis, unspecified",,
icd:9:5734,disease,Hepatic infarction,,
icd:9:5738,disease,Other specified disorders of liver,,
icd:9:5739,disease,Unspecified disorder of liver,,
icd:9:57400,disease,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction",,
icd:9:57401,disease,"Calculus of gallbladder with acute cholecystitis, with obstruction",,
icd:9:57410,disease,"Calculus of gallbladder with other cholecystitis, without mention of obstruction",,
icd:9:57411,disease,"Calculus of gallbladder with other cholecystitis, with obstruction",,
icd:9:57420,disease,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction",,
icd:9:57421,disease,"Calculus of gallbladder without mention of cholecystitis, with obstruction",,
icd:9:57430,disease,"Calculus of bile duct with acute cholecystitis, without mention of obstruction",,
icd:9:57431,disease,"Calculus of bile duct with acute cholecystitis, with obstruction",,
icd:9:57440,disease,"Calculus of bile duct with other cholecystitis, without mention of obstruction",,
icd:9:57441,disease,"Calculus of bile duct with other cholecystitis, with obstruction",,
icd:9:57450,disease,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction",,
icd:9:57451,disease,"Calculus of bile duct without mention of cholecystitis, with obstruction",,
icd:9:57460,disease,"Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction",,
icd:9:57461,disease,"Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction",,
icd:9:57470,disease,"Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction",,
icd:9:57471,disease,"Calculus of gallbladder and bile duct with other cholecystitis, with obstruction",,
icd:9:57480,disease,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, without mention of obstruction",,
icd:9:57481,disease,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction",,
icd:9:57490,disease,"Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction",,
icd:9:57491,disease,"Calculus of gallbladder and bile duct without cholecystitis, with obstruction",,
icd:9:5750,disease,Acute cholecystitis,,
icd:9:57510,disease,"Cholecystitis, unspecified",,
icd:9:57511,disease,Chronic cholecystitis,,
icd:9:57512,disease,Acute and chronic cholecystitis,,
icd:9:5754,disease,Perforation of gallbladder,,
icd:9:5756,disease,Cholesterolosis of gallbladder,,
icd:9:5758,disease,Other specified disorders of gallbladder,,
icd:9:5759,disease,Unspecified disorder of gallbladder,,
icd:9:5760,disease,Postcholecystectomy syndrome,,
icd:9:5761,disease,Cholangitis,,
icd:9:5762,disease,Obstruction of bile duct,,
icd:9:5764,disease,Fistula of bile duct,,
icd:9:5765,disease,Spasm of sphincter of Oddi,,
icd:9:5768,disease,Other specified disorders of biliary tract,,
icd:9:5769,disease,Unspecified disorder of biliary tract,,
icd:9:5770,disease,Acute pancreatitis,,
icd:9:5771,disease,Chronic pancreatitis,,
icd:9:5772,disease,Cyst and pseudocyst of pancreas,,
icd:9:5778,disease,Other specified diseases of pancreas,,
icd:9:5779,disease,Unspecified disease of pancreas,,
icd:9:5780,disease,Hematemesis,,
icd:9:5781,disease,Blood in stool,,
icd:9:5789,disease,"Hemorrhage of gastrointestinal tract, unspecified",,
icd:9:5790,disease,Celiac disease,,
icd:9:5791,disease,Tropical sprue,,
icd:9:5793,disease,Other and unspecified postsurgical nonabsorption,,
icd:9:5798,disease,Other specified intestinal malabsorption,,
icd:9:5799,disease,Unspecified intestinal malabsorption,,
icd:9:5800,disease,Acute glomerulonephritis with lesion of proliferative glomerulonephritis,,
icd:9:5804,disease,Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis,,
icd:9:58089,disease,Acute glomerulonephritis with other specified pathological lesion in kidney,,
icd:9:5809,disease,Acute glomerulonephritis with unspecified pathological lesion in kidney,,
icd:9:5811,disease,Nephrotic syndrome with lesion of membranous glomerulonephritis,,
icd:9:5812,disease,Nephrotic syndrome with lesion of membranoproliferative glomerulonephritis,,
icd:9:5813,disease,Nephrotic syndrome with lesion of minimal change glomerulonephritis,,
icd:9:58189,disease,Nephrotic syndrome with other specified pathological lesion in kidney,,
icd:9:5819,disease,Nephrotic syndrome with unspecified pathological lesion in kidney,,
icd:9:5829,disease,Chronic glomerulonephritis with unspecified pathological lesion in kidney,,
icd:9:5831,disease,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis",,
icd:9:5832,disease,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis",,
icd:9:58389,disease,"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney",,
icd:9:5839,disease,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney",,
icd:9:5845,disease,Acute kidney failure with lesion of tubular necrosis,,
icd:9:5848,disease,Acute kidney failure with other specified pathological lesion in kidney,,
icd:9:5849,disease,"Acute kidney failure, unspecified",,
icd:9:5853,disease,"Chronic kidney disease, Stage III (moderate)",,
icd:9:5854,disease,"Chronic kidney disease, Stage IV (severe)",,
icd:9:5855,disease,"Chronic kidney disease, Stage V",,
icd:9:5856,disease,End stage renal disease,,
icd:9:5859,disease,"Chronic kidney disease, unspecified",,
icd:9:5881,disease,Nephrogenic diabetes insipidus,,
icd:9:58881,disease,Secondary hyperparathyroidism (of renal origin),,
icd:9:58889,disease,Other specified disorders resulting from impaired renal function,,
icd:9:59000,disease,Chronic pyelonephritis without lesion of renal medullary necrosis,,
icd:9:59010,disease,Acute pyelonephritis without lesion of renal medullary necrosis,,
icd:9:5902,disease,Renal and perinephric abscess,,
icd:9:59080,disease,"Pyelonephritis, unspecified",,
icd:9:591,disease,Hydronephrosis,,
icd:9:5920,disease,Calculus of kidney,,
icd:9:5921,disease,Calculus of ureter,,
icd:9:5932,disease,"Cyst of kidney, acquired",,
icd:9:5933,disease,Stricture or kinking of ureter,,
icd:9:5934,disease,Other ureteric obstruction,,
icd:9:59381,disease,Vascular disorders of kidney,,
icd:9:59389,disease,Other specified disorders of kidney and ureter,,
icd:9:5939,disease,Unspecified disorder of kidney and ureter,,
icd:9:5941,disease,Other calculus in bladder,,
icd:9:5948,disease,Other lower urinary tract calculus,,
icd:9:5950,disease,Acute cystitis,,
icd:9:5951,disease,Chronic interstitial cystitis,,
icd:9:5952,disease,Other chronic cystitis,,
icd:9:59581,disease,Cystitis cystica,,
icd:9:59582,disease,Irradiation cystitis,,
icd:9:59589,disease,Other specified types of cystitis,,
icd:9:5959,disease,"Cystitis, unspecified",,
icd:9:5960,disease,Bladder neck obstruction,,
icd:9:5961,disease,Intestinovesical fistula,,
icd:9:5963,disease,Diverticulum of bladder,,
icd:9:59654,disease,Neurogenic bladder NOS,,
icd:9:5966,disease,"Rupture of bladder, nontraumatic",,
icd:9:5967,disease,Hemorrhage into bladder wall,,
icd:9:5968,disease,Other specified disorders of bladder,,
icd:9:59681,disease,Infection of cystostomy,,
icd:9:59689,disease,Other specified disorders of bladder,,
icd:9:5969,disease,Unspecified disorder of bladder,,
icd:9:5970,disease,Urethral abscess,,
icd:9:5988,disease,Other specified causes of urethral stricture,,
icd:9:5989,disease,"Urethral stricture, unspecified",,
icd:9:5990,disease,"Urinary tract infection, site not specified",,
icd:9:5991,disease,Urethral fistula,,
icd:9:5992,disease,Urethral diverticulum,,
icd:9:59960,disease,"Urinary obstruction, unspecified",,
icd:9:59969,disease,"Urinary obstruction, not elsewhere classified",,
icd:9:5997,disease,Hematuria,,
icd:9:59970,disease,"Hematuria, unspecified",,
icd:9:59971,disease,Gross hematuria,,
icd:9:59972,disease,Microscopic hematuria,,
icd:9:59981,disease,Urethral hypermobility,,
icd:9:59984,disease,Other specified disorders of urethra,,
icd:9:60000,disease,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS),,
icd:9:60001,disease,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),,
icd:9:60021,disease,Benign localized hyperplasia of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),,
icd:9:60090,disease,"Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)",,
icd:9:60091,disease,"Hyperplasia of prostate, unspecified, with urinary obstruction and other lower urinary symptoms (LUTS)",,
icd:9:6010,disease,Acute prostatitis,,
icd:9:6011,disease,Chronic prostatitis,,
icd:9:6012,disease,Abscess of prostate,,
icd:9:6018,disease,Other specified inflammatory diseases of prostate,,
icd:9:6019,disease,"Prostatitis, unspecified",,
icd:9:6021,disease,Congestion or hemorrhage of prostate,,
icd:9:6028,disease,Other specified disorders of prostate,,
icd:9:6031,disease,Infected hydrocele,,
icd:9:6038,disease,Other specified types of hydrocele,,
icd:9:6039,disease,"Hydrocele, unspecified",,
icd:9:6040,disease,"Orchitis, epididymitis, and epididymo-orchitis, with abscess",,
icd:9:60490,disease,"Orchitis and epididymitis, unspecified",,
icd:9:60499,disease,"Other orchitis, epididymitis, and epididymo-orchitis, without mention of abscess",,
icd:9:605,disease,Redundant prepuce and phimosis,,
icd:9:6071,disease,Balanoposthitis,,
icd:9:6072,disease,Other inflammatory disorders of penis,,
icd:9:6073,disease,Priapism,,
icd:9:60782,disease,Vascular disorders of penis,,
icd:9:60783,disease,Edema of penis,,
icd:9:60784,disease,Impotence of organic origin,,
icd:9:60789,disease,Other specified disorders of penis,,
icd:9:6079,disease,Unspecified disorder of penis,,
icd:9:60820,disease,"Torsion of testis, unspecified",,
icd:9:6084,disease,Other inflammatory disorders of male genital organs,,
icd:9:60883,disease,Vascular disorders of male genital organs,,
icd:9:60884,disease,Chylocele of tunica vaginalis,,
icd:9:60886,disease,Edema of male genital organs,,
icd:9:60889,disease,Other specified disorders of male genital organs,,
icd:9:6089,disease,Unspecified disorder of male genital organs,,
icd:9:6108,disease,Other specified benign mammary dysplasias,,
icd:9:6110,disease,Inflammatory disease of breast,,
icd:9:6111,disease,Hypertrophy of breast,,
icd:9:61171,disease,Mastodynia,,
icd:9:61172,disease,Lump or mass in breast,,
icd:9:6118,disease,Breast disorders nec,,
icd:9:61183,disease,Capsular contracture of breast implant,,
icd:9:61189,disease,Other specified disorders of breast,,
icd:9:6120,disease,Deformity of reconstructed breast,,
icd:9:6121,disease,Disproportion of reconstructed breast,,
icd:9:6140,disease,Acute salpingitis and oophoritis,,
icd:9:6141,disease,Chronic salpingitis and oophoritis,,
icd:9:6142,disease,"Salpingitis and oophoritis not specified as acute, subacute, or chronic",,
icd:9:6143,disease,Acute parametritis and pelvic cellulitis,,
icd:9:6144,disease,Chronic or unspecified parametritis and pelvic cellulitis,,
icd:9:6146,disease,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",,
icd:9:6149,disease,Unspecified inflammatory disease of female pelvic organs and tissues,,
icd:9:6150,disease,"Acute inflammatory diseases of uterus, except cervix",,
icd:9:6151,disease,"Chronic inflammatory diseases of uterus, except cervix",,
icd:9:6159,disease,Unspecified inflammatory disease of uterus,,
icd:9:6160,disease,Cervicitis and endocervicitis,,
icd:9:61610,disease,"Vaginitis and vulvovaginitis, unspecified",,
icd:9:6164,disease,Other abscess of vulva,,
icd:9:61689,disease,"Other inflammatory disease of cervix, vagina and vulva",,
icd:9:6170,disease,Endometriosis of uterus,,
icd:9:6171,disease,Endometriosis of ovary,,
icd:9:6173,disease,Endometriosis of pelvic peritoneum,,
icd:9:6178,disease,Endometriosis of other specified sites,,
icd:9:6179,disease,"Endometriosis, site unspecified",,
icd:9:61800,disease,Unspecified prolapse of vaginal walls,,
icd:9:61801,disease,"Cystocele, midline",,
icd:9:61802,disease,"Cystocele, lateral",,
icd:9:61804,disease,Rectocele,,
icd:9:6181,disease,Uterine prolapse without mention of vaginal wall prolapse,,
icd:9:6182,disease,"Uterovaginal prolapse, incomplete",,
icd:9:6183,disease,"Uterovaginal prolapse, complete",,
icd:9:6184,disease,"Uterovaginal prolapse, unspecified",,
icd:9:6185,disease,Prolapse of vaginal vault after hysterectomy,,
icd:9:6186,disease,"Vaginal enterocele, congenital or acquired",,
icd:9:61889,disease,Other specified genital prolapse,,
icd:9:6190,disease,"Urinary-genital tract fistula, female",,
icd:9:6191,disease,"Digestive-genital tract fistula, female",,
icd:9:6198,disease,Other specified fistulas involving female genital tract,,
icd:9:6201,disease,Corpus luteum cyst or hematoma,,
icd:9:6202,disease,Other and unspecified ovarian cyst,,
icd:9:6205,disease,"Torsion of ovary, ovarian pedicle, or fallopian tube",,
