disease_name,disease_id,entity_id,drug_name,pmid_count,pmids
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Levonorgestrel,10,24353255 24576791 24708837 29704897 31861267 33102381 35194746 35835755 36654482 37922775
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Levonorgestrel,10,24353255 24576791 24708837 29704897 31861267 33102381 35194746 35835755 36654482 37922775
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Dinoprost,10,1105692 11444340 1200047 122312 1697272 2187355 37888653 4436726 4528072 4648928
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Dinoprostone,10,11014944 1344441 15841940 33610830 343181 37888653 40585477 6587588 6756775 6956734
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Iron,10,13165380 13209092 13578301 14805068 16360538 33148203 36882860 37131925 41019553 5467826
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Deferoxamine,10,16493613 35328209 35624729 35779818 37978208 38609650 5005470 5845702 6078337 762769
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Human Growth Hormone,10,10592454 11817985 15871547 17627092 25095691 3057810 37203602 40400262 41018171 9691213
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Iron,10,32429125 34063414 34359361 34440336 34722560 36168081 36483608 37711943 38186413 39384209
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Arginine,10,11994342 12050243 15952410 16990654 20460421 23079545 23082006 24536088 38526837 634772
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Deferasirox,10,20688025 21659727 22078360 23887830 25744502 33488128 37382698 37933925 39530311 40837903
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,somapacitan,10,32905598 34964458 36062966 36869702 36869710 37406251 39615066 39777134 40400262 41018171
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Testosterone,10,127698 13089779 13896897 2048430 27059384 326443 35358314 35848311 6683854 993931
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Deferiprone,8,14633776 18065132 20524815 22171759 27789107 31066943 34224251 7881161
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Growth Hormone,9,10906033 10984317 1329014 17072238 24710993 27200601 39830008 8254945 9100613
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Thyroxine,9,10792348 11994338 15212653 17785357 24836549 35928375 407242 8306469 9713555
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Hemochromatosis,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Experimental,Glucose,10,13279544 13279545 13341915 13363985 15111491 18139823 4587675 4937446 6062428 6363170
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_2,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Mellitus_Type_1,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Gestational,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Complications,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Diabetes_Insipidus_Neurogenic,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
Diabetes,@DISEASE_Diabetes_Mellitus,@DISEASE_Pregnancy_in_Diabetics,Insulin,10,1035539 1237436 1480416 16622606 1669479 2060319 3023262 3282951 359388 7029849
