dst,drug_label,src,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
icd:10:I878,furosemide,drug:furosemide,15,15,0.0002163627971382,0.4545454545454545
icd:10:I890,furosemide,drug:furosemide,20,12,0.0002884837295176,0.3508771929824561
icd:10:I890,warfarin,drug:warfarin,13,4,0.0004499826929733,0.2280701754385964
icd:10:I890,omeprazole,drug:omeprazole,12,9,0.0001639881928501,0.2105263157894736
icd:10:I951,omeprazole,drug:omeprazole,144,132,0.0019678583142013,0.233009708737864
icd:10:I951,warfarin,drug:warfarin,56,53,0.0019383869851159,0.0906148867313915
icd:10:I951,lisinopril,drug:lisinopril,54,52,0.0011084881453351,0.087378640776699
icd:10:I951,amlodipine,drug:amlodipine,53,52,0.0012783097368611,0.0857605177993527
icd:10:I951,simvastatin,drug:simvastatin,53,51,0.0015183636051108,0.0857605177993527
icd:10:I951,furosemide,drug:furosemide,39,38,0.0005625432725594,0.0631067961165048
icd:10:I951,atenolol,drug:atenolol,11,11,0.0007233986584243,0.017799352750809
icd:10:I952,omeprazole,drug:omeprazole,45,45,0.0006149557231879,0.2616279069767442
icd:10:I952,furosemide,drug:furosemide,17,17,0.00024521117009,0.0988372093023255
icd:10:I952,amlodipine,drug:amlodipine,17,17,0.0004100238778611,0.0988372093023255
icd:10:I952,warfarin,drug:warfarin,15,15,0.0005192107995846,0.0872093023255814
icd:10:I952,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.0697674418604651
icd:10:I953,omeprazole,drug:omeprazole,15,14,0.0002049852410626,0.3947368421052631
icd:10:I953,warfarin,drug:warfarin,11,11,0.000380754586362,0.2894736842105263
icd:10:I9589,omeprazole,drug:omeprazole,18,15,0.0002459822892751,0.2769230769230769
icd:10:I959,omeprazole,drug:omeprazole,46,44,0.0006286214059254,0.2613636363636363
icd:10:I959,warfarin,drug:warfarin,17,17,0.0005884389061959,0.096590909090909
icd:10:I959,furosemide,drug:furosemide,15,15,0.0002163627971382,0.0852272727272727
icd:10:I959,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.0568181818181818
icd:10:I959,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.0568181818181818
icd:10:I97191,furosemide,drug:furosemide,15,15,0.0002163627971382,0.4545454545454545
icd:10:I9751,furosemide,drug:furosemide,13,13,0.0001875144241864,0.4333333333333333
icd:10:I9789,furosemide,drug:furosemide,28,28,0.0004038772213247,0.2568807339449541
icd:10:I9789,omeprazole,drug:omeprazole,20,20,0.0002733136547501,0.1834862385321101
icd:10:I9789,amlodipine,drug:amlodipine,19,19,0.0004582619811389,0.1743119266055046
icd:10:I9789,warfarin,drug:warfarin,15,15,0.0005192107995846,0.1376146788990825
icd:10:I9789,lisinopril,drug:lisinopril,15,15,0.0003079133737041,0.1376146788990825
icd:10:J029,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.101010101010101
icd:10:J0410,omeprazole,drug:omeprazole,15,4,0.0002049852410626,0.5
icd:10:J069,omeprazole,drug:omeprazole,66,61,0.0009019350606756,0.2229729729729729
icd:10:J069,amlodipine,drug:amlodipine,47,45,0.0011335954270278,0.1587837837837837
icd:10:J069,lisinopril,drug:lisinopril,36,35,0.00073899209689,0.1216216216216216
icd:10:J069,warfarin,drug:warfarin,23,22,0.0007961232260297,0.0777027027027027
icd:10:J069,furosemide,drug:furosemide,21,20,0.0003029079159935,0.0709459459459459
icd:10:J069,levofloxacin,drug:levofloxacin,20,20,0.001391304347826,0.0675675675675675
icd:10:J069,simvastatin,drug:simvastatin,20,20,0.000572967398155,0.0675675675675675
icd:10:J09X2,omeprazole,drug:omeprazole,12,11,0.0001639881928501,0.1875
icd:10:J09X2,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.171875
icd:10:J1000,omeprazole,drug:omeprazole,13,13,0.0001776538755876,0.2096774193548387
icd:10:J1000,levofloxacin,drug:levofloxacin,13,13,0.0009043478260869,0.2096774193548387
icd:10:J1000,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.1612903225806451
icd:10:J1008,omeprazole,drug:omeprazole,17,17,0.0002323166065376,0.3148148148148148
icd:10:J101,omeprazole,drug:omeprazole,41,41,0.0005602929922378,0.2192513368983957
icd:10:J101,amlodipine,drug:amlodipine,36,36,0.000868285859,0.1925133689839572
icd:10:J101,furosemide,drug:furosemide,31,31,0.0004471497807523,0.1657754010695187
icd:10:J101,lisinopril,drug:lisinopril,18,18,0.000369496048445,0.0962566844919786
icd:10:J101,simvastatin,drug:simvastatin,15,15,0.0004297255486162,0.0802139037433155
icd:10:J101,warfarin,drug:warfarin,14,14,0.0004845967462789,0.0748663101604278
icd:10:J1100,levofloxacin,drug:levofloxacin,21,21,0.0014608695652173,0.3442622950819672
icd:10:J1100,lisinopril,drug:lisinopril,10,10,0.0002052755824694,0.1639344262295081
icd:10:J1100,furosemide,drug:furosemide,10,10,0.0001442418647588,0.1639344262295081
icd:10:J111,omeprazole,drug:omeprazole,40,39,0.0005466273095003,0.1694915254237288
icd:10:J111,amlodipine,drug:amlodipine,30,30,0.0007235715491666,0.1271186440677966
icd:10:J111,lisinopril,drug:lisinopril,18,18,0.000369496048445,0.0762711864406779
icd:10:J111,simvastatin,drug:simvastatin,16,16,0.000458373918524,0.0677966101694915
icd:10:J111,furosemide,drug:furosemide,15,14,0.0002163627971382,0.0635593220338983
icd:10:J111,warfarin,drug:warfarin,12,11,0.0004153686396677,0.0508474576271186
icd:10:J111,levofloxacin,drug:levofloxacin,12,12,0.0008347826086956,0.0508474576271186
icd:10:J1289,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.2777777777777777
icd:10:J129,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.2972972972972973
icd:10:J129,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.2702702702702702
icd:10:J15212,furosemide,drug:furosemide,10,10,0.0001442418647588,0.4166666666666666
icd:10:J156,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.3235294117647059
icd:10:J159,omeprazole,drug:omeprazole,88,86,0.0012025800809008,0.292358803986711
icd:10:J159,levofloxacin,drug:levofloxacin,64,64,0.0044521739130434,0.2126245847176079
icd:10:J159,furosemide,drug:furosemide,58,58,0.0008366028156012,0.1926910299003322
icd:10:J159,amlodipine,drug:amlodipine,49,49,0.0011818335303055,0.1627906976744186
icd:10:J159,lisinopril,drug:lisinopril,31,31,0.0006363543056553,0.1029900332225913
icd:10:J159,simvastatin,drug:simvastatin,24,24,0.000687560877786,0.0797342192691029
icd:10:J159,warfarin,drug:warfarin,23,23,0.0007961232260297,0.0764119601328903
icd:10:J159,atenolol,drug:atenolol,16,16,0.0010522162304353,0.0531561461794019
icd:10:J188,omeprazole,drug:omeprazole,18,18,0.0002459822892751,0.1978021978021977
icd:10:J188,levofloxacin,drug:levofloxacin,16,16,0.0011130434782608,0.1758241758241758
icd:10:J188,furosemide,drug:furosemide,13,13,0.0001875144241864,0.1428571428571428
icd:10:J188,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.1208791208791208
icd:10:J189,omeprazole,drug:omeprazole,523,469,0.0071471520717175,0.2470477090222012
icd:10:J189,levofloxacin,drug:levofloxacin,507,490,0.0352695652173913,0.2394898441190363
icd:10:J189,furosemide,drug:furosemide,391,369,0.0056398569120701,0.1846953235710911
icd:10:J189,amlodipine,drug:amlodipine,323,303,0.0077904536793613,0.1525743977326405
icd:10:J189,lisinopril,drug:lisinopril,240,233,0.0049266139792671,0.1133679735474728
icd:10:J189,simvastatin,drug:simvastatin,190,173,0.0054431902824729,0.0897496457250826
icd:10:J189,warfarin,drug:warfarin,152,141,0.0052613361024575,0.0717997165800661
icd:10:J189,atenolol,drug:atenolol,52,51,0.0034197027489149,0.0245630609352857
icd:10:J208,omeprazole,drug:omeprazole,18,18,0.0002459822892751,0.2769230769230769
icd:10:J208,amlodipine,drug:amlodipine,12,11,0.0002894286196666,0.1846153846153846
icd:10:J208,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.1692307692307692
icd:10:J208,furosemide,drug:furosemide,10,10,0.0001442418647588,0.1538461538461538
icd:10:J386,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.2222222222222222
icd:10:J398,omeprazole,drug:omeprazole,90,63,0.0012299114463758,0.2647058823529411
icd:10:J398,furosemide,drug:furosemide,39,32,0.0005625432725594,0.1147058823529411
icd:10:J398,amlodipine,drug:amlodipine,36,26,0.000868285859,0.1058823529411764
icd:10:J398,lisinopril,drug:lisinopril,17,11,0.000348968490198,0.05
icd:10:J398,levofloxacin,drug:levofloxacin,10,10,0.000695652173913,0.0294117647058823
icd:10:J40,omeprazole,drug:omeprazole,18,18,0.0002459822892751,0.4090909090909091
icd:10:J439,omeprazole,drug:omeprazole,26,23,0.0003553077511752,0.2429906542056074
icd:10:J439,furosemide,drug:furosemide,23,22,0.0003317562889453,0.2149532710280373
icd:10:J439,amlodipine,drug:amlodipine,16,13,0.0003859048262222,0.1495327102803738
icd:10:J439,lisinopril,drug:lisinopril,13,13,0.0002668582572103,0.1214953271028037
icd:10:J440,furosemide,drug:furosemide,44,42,0.0006346642049388,0.2650602409638554
icd:10:J440,omeprazole,drug:omeprazole,44,42,0.0006012900404504,0.2650602409638554
icd:10:J440,levofloxacin,drug:levofloxacin,39,37,0.0027130434782608,0.2349397590361445
icd:10:J440,lisinopril,drug:lisinopril,29,28,0.0005952991891614,0.1746987951807229
icd:10:J440,amlodipine,drug:amlodipine,26,24,0.0006270953426111,0.1566265060240963
icd:10:J440,simvastatin,drug:simvastatin,13,13,0.0003724288088007,0.0783132530120482
icd:10:J441,omeprazole,drug:omeprazole,331,219,0.0045233409861156,0.2926613616268788
icd:10:J441,furosemide,drug:furosemide,295,223,0.0042551350103854,0.2608311229000884
icd:10:J441,amlodipine,drug:amlodipine,230,143,0.0055473818769445,0.2033598585322723
icd:10:J441,lisinopril,drug:lisinopril,198,134,0.0040644565328954,0.1750663129973474
icd:10:J441,levofloxacin,drug:levofloxacin,121,105,0.0084173913043478,0.1069849690539345
icd:10:J441,simvastatin,drug:simvastatin,96,75,0.0027502435111442,0.0848806366047745
icd:10:J441,warfarin,drug:warfarin,77,49,0.0026652821045344,0.0680813439434129
icd:10:J441,atenolol,drug:atenolol,12,12,0.0007891621728265,0.0106100795755968
icd:10:J449,furosemide,drug:furosemide,14,12,0.0002019386106623,0.21875
icd:10:J449,omeprazole,drug:omeprazole,14,13,0.0001913195583251,0.21875
icd:10:J449,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.171875
icd:10:J4541,omeprazole,drug:omeprazole,14,12,0.0001913195583251,0.3684210526315789
icd:10:J4551,omeprazole,drug:omeprazole,24,22,0.0003279763857002,0.3333333333333333
icd:10:J45901,omeprazole,drug:omeprazole,115,94,0.0015715535148136,0.2057245080500894
icd:10:J45901,furosemide,drug:furosemide,61,55,0.0008798753750288,0.10912343470483
icd:10:J45901,amlodipine,drug:amlodipine,58,51,0.0013989049950555,0.1037567084078712
icd:10:J45901,lisinopril,drug:lisinopril,54,49,0.0011084881453351,0.0966010733452593
icd:10:J45901,simvastatin,drug:simvastatin,24,18,0.000687560877786,0.0429338103756708
icd:10:J45901,warfarin,drug:warfarin,21,14,0.0007268951194184,0.0375670840787119
icd:10:J45901,levofloxacin,drug:levofloxacin,20,19,0.001391304347826,0.035778175313059
icd:10:J470,omeprazole,drug:omeprazole,13,10,0.0001776538755876,0.40625
icd:10:J471,omeprazole,drug:omeprazole,13,12,0.0001776538755876,0.3095238095238095
icd:10:J471,levofloxacin,drug:levofloxacin,11,11,0.0007652173913043,0.2619047619047619
icd:10:J690,omeprazole,drug:omeprazole,198,169,0.0027058051820268,0.2391304347826087
icd:10:J690,furosemide,drug:furosemide,189,168,0.0027261712439418,0.2282608695652173
icd:10:J690,levofloxacin,drug:levofloxacin,78,74,0.0054260869565217,0.0942028985507246
icd:10:J690,amlodipine,drug:amlodipine,73,66,0.0017606907696389,0.0881642512077294
icd:10:J690,warfarin,drug:warfarin,57,46,0.0019730010384215,0.0688405797101449
icd:10:J690,lisinopril,drug:lisinopril,57,49,0.0011700708200759,0.0688405797101449
icd:10:J690,simvastatin,drug:simvastatin,52,48,0.0014897152352031,0.0628019323671497
icd:10:J704,furosemide,drug:furosemide,16,15,0.0002307869836141,0.3333333333333333
icd:10:J704,omeprazole,drug:omeprazole,16,15,0.0002186509238001,0.3333333333333333
icd:10:J80,furosemide,drug:furosemide,20,20,0.0002884837295176,0.5128205128205127
icd:10:J810,furosemide,drug:furosemide,27,26,0.0003894530348488,0.6136363636363636
icd:10:J810,amlodipine,drug:amlodipine,19,17,0.0004582619811389,0.4318181818181818
icd:10:J810,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.25
icd:10:J811,furosemide,drug:furosemide,11,11,0.0001586660512347,0.6470588235294118
icd:10:J82,amlodipine,drug:amlodipine,10,5,0.0002411905163888,0.4761904761904761
icd:10:J8410,omeprazole,drug:omeprazole,18,17,0.0002459822892751,0.3529411764705882
icd:10:J8410,furosemide,drug:furosemide,11,11,0.0001586660512347,0.2156862745098039
icd:10:J84112,furosemide,drug:furosemide,17,16,0.00024521117009,0.6071428571428571
icd:10:J84112,omeprazole,drug:omeprazole,11,9,0.0001503225101126,0.3928571428571428
icd:10:J84116,omeprazole,drug:omeprazole,12,11,0.0001639881928501,0.3333333333333333
icd:10:J8489,furosemide,drug:furosemide,30,28,0.0004327255942764,0.4477611940298507
icd:10:J8489,omeprazole,drug:omeprazole,29,28,0.0003963047993877,0.4328358208955223
icd:10:J849,furosemide,drug:furosemide,31,27,0.0004471497807523,0.3734939759036144
icd:10:J849,omeprazole,drug:omeprazole,28,27,0.0003826391166502,0.3373493975903614
icd:10:J849,amlodipine,drug:amlodipine,13,13,0.0003135476713055,0.1566265060240963
icd:10:J869,furosemide,drug:furosemide,14,14,0.0002019386106623,0.1372549019607843
icd:10:J869,omeprazole,drug:omeprazole,12,11,0.0001639881928501,0.1176470588235294
icd:10:J869,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.1078431372549019
icd:10:J869,simvastatin,drug:simvastatin,11,11,0.0003151320689852,0.1078431372549019
icd:10:J90,furosemide,drug:furosemide,118,112,0.0017020540041541,0.3491124260355029
icd:10:J90,omeprazole,drug:omeprazole,79,70,0.0010795889362632,0.2337278106508875
icd:10:J90,amlodipine,drug:amlodipine,43,41,0.0010371192204722,0.1272189349112426
icd:10:J90,lisinopril,drug:lisinopril,36,35,0.00073899209689,0.1065088757396449
icd:10:J90,warfarin,drug:warfarin,28,27,0.0009691934925579,0.0828402366863905
icd:10:J90,simvastatin,drug:simvastatin,28,24,0.000802154357417,0.0828402366863905
icd:10:J90,levofloxacin,drug:levofloxacin,19,18,0.0013217391304347,0.0562130177514792
icd:10:J9383,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.1203007518796992
icd:10:J9383,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.075187969924812
icd:10:J948,furosemide,drug:furosemide,48,41,0.0006923609508423,0.5217391304347825
icd:10:J948,omeprazole,drug:omeprazole,29,23,0.0003963047993877,0.3152173913043478
icd:10:J9503,omeprazole,drug:omeprazole,25,19,0.0003416420684377,0.3289473684210526
icd:10:J9503,furosemide,drug:furosemide,20,18,0.0002884837295176,0.263157894736842
icd:10:J9503,amlodipine,drug:amlodipine,13,11,0.0003135476713055,0.1710526315789473
icd:10:J9509,amlodipine,drug:amlodipine,11,10,0.0002653095680277,0.2444444444444444
icd:10:J9509,omeprazole,drug:omeprazole,10,7,0.000136656827375,0.2222222222222222
icd:10:J95811,omeprazole,drug:omeprazole,27,27,0.0003689734339127,0.1914893617021276
icd:10:J95811,amlodipine,drug:amlodipine,19,18,0.0004582619811389,0.1347517730496453
icd:10:J95811,lisinopril,drug:lisinopril,17,16,0.000348968490198,0.1205673758865248
icd:10:J9589,omeprazole,drug:omeprazole,23,23,0.0003143107029627,0.264367816091954
icd:10:J9589,furosemide,drug:furosemide,21,21,0.0003029079159935,0.2413793103448276
icd:10:J9589,amlodipine,drug:amlodipine,12,12,0.0002894286196666,0.1379310344827586
icd:10:J9589,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.1264367816091954
icd:10:J9601,furosemide,drug:furosemide,262,258,0.0037791368566812,0.4113029827315541
icd:10:J9601,omeprazole,drug:omeprazole,133,128,0.0018175358040887,0.2087912087912088
icd:10:J9601,amlodipine,drug:amlodipine,98,95,0.0023636670606111,0.1538461538461538
icd:10:J9601,levofloxacin,drug:levofloxacin,55,55,0.0038260869565217,0.086342229199372
icd:10:J9601,warfarin,drug:warfarin,45,43,0.0015576323987538,0.0706436420722135
icd:10:J9601,simvastatin,drug:simvastatin,43,43,0.0012318799060333,0.0675039246467817
icd:10:J9601,lisinopril,drug:lisinopril,40,38,0.0008211023298778,0.0627943485086342
icd:10:J9602,furosemide,drug:furosemide,44,44,0.0006346642049388,0.3793103448275861
icd:10:J9602,omeprazole,drug:omeprazole,22,22,0.0003006450202252,0.189655172413793
icd:10:J9602,levofloxacin,drug:levofloxacin,14,14,0.0009739130434782,0.1206896551724138
icd:10:J9602,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.0948275862068965
icd:10:J9621,furosemide,drug:furosemide,120,113,0.0017309023771059,0.4780876494023904
icd:10:J9621,omeprazole,drug:omeprazole,65,58,0.0008882693779381,0.2589641434262948
icd:10:J9621,amlodipine,drug:amlodipine,34,29,0.0008200477557222,0.1354581673306772
icd:10:J9621,simvastatin,drug:simvastatin,21,20,0.0006016157680627,0.0836653386454183
icd:10:J9621,lisinopril,drug:lisinopril,18,17,0.000369496048445,0.0717131474103585
icd:10:J9621,levofloxacin,drug:levofloxacin,17,16,0.0011826086956521,0.0677290836653386
icd:10:J9621,warfarin,drug:warfarin,13,11,0.0004499826929733,0.0517928286852589
icd:10:J9622,furosemide,drug:furosemide,84,76,0.0012116316639741,0.56
icd:10:J9622,omeprazole,drug:omeprazole,33,24,0.0004509675303378,0.22
icd:10:J9622,amlodipine,drug:amlodipine,18,14,0.0004341429295,0.12
icd:10:J9622,lisinopril,drug:lisinopril,15,15,0.0003079133737041,0.1
icd:10:J9622,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.0666666666666666
icd:10:J9622,warfarin,drug:warfarin,10,8,0.0003461405330564,0.0666666666666666
icd:10:J9691,furosemide,drug:furosemide,20,20,0.0002884837295176,0.3333333333333333
icd:10:J9691,omeprazole,drug:omeprazole,15,15,0.0002049852410626,0.25
icd:10:J9809,omeprazole,drug:omeprazole,21,19,0.0002869793374877,0.2307692307692307
icd:10:J9809,furosemide,drug:furosemide,13,13,0.0001875144241864,0.1428571428571428
icd:10:J9811,omeprazole,drug:omeprazole,12,12,0.0001639881928501,0.5217391304347825
icd:10:K122,omeprazole,drug:omeprazole,15,15,0.0002049852410626,0.1056338028169014
icd:10:K122,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.0845070422535211
icd:10:K122,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.0704225352112676
icd:10:K208,omeprazole,drug:omeprazole,18,18,0.0002459822892751,0.375
icd:10:K209,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.2291666666666666
icd:10:K219,omeprazole,drug:omeprazole,65,65,0.0008882693779381,0.2742616033755274
icd:10:K219,lisinopril,drug:lisinopril,28,28,0.0005747716309145,0.1181434599156118
icd:10:K219,amlodipine,drug:amlodipine,26,26,0.0006270953426111,0.1097046413502109
icd:10:K219,furosemide,drug:furosemide,16,16,0.0002307869836141,0.0675105485232067
icd:10:K220,omeprazole,drug:omeprazole,15,14,0.0002049852410626,0.1282051282051281
icd:10:K220,lisinopril,drug:lisinopril,11,8,0.0002258031407164,0.094017094017094
icd:10:K2210,omeprazole,drug:omeprazole,10,9,0.000136656827375,0.3448275862068965
icd:10:K2211,omeprazole,drug:omeprazole,13,13,0.0001776538755876,0.1547619047619047
icd:10:K222,omeprazole,drug:omeprazole,18,17,0.0002459822892751,0.2195121951219512
icd:10:K222,amlodipine,drug:amlodipine,12,10,0.0002894286196666,0.1463414634146341
icd:10:K222,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.1219512195121951
icd:10:K224,omeprazole,drug:omeprazole,15,15,0.0002049852410626,0.263157894736842
icd:10:K226,omeprazole,drug:omeprazole,12,12,0.0001639881928501,0.1304347826086956
icd:10:K226,amlodipine,drug:amlodipine,10,10,0.0002411905163888,0.108695652173913
icd:10:K254,omeprazole,drug:omeprazole,32,32,0.0004373018476003,0.1028938906752411
icd:10:K254,furosemide,drug:furosemide,29,29,0.0004183014078006,0.0932475884244373
icd:10:K254,amlodipine,drug:amlodipine,26,25,0.0006270953426111,0.0836012861736334
icd:10:K254,simvastatin,drug:simvastatin,21,21,0.0006016157680627,0.067524115755627
icd:10:K254,lisinopril,drug:lisinopril,16,16,0.0003284409319511,0.0514469453376205
icd:10:K254,warfarin,drug:warfarin,12,10,0.0004153686396677,0.0385852090032154
icd:10:K259,omeprazole,drug:omeprazole,10,10,0.000136656827375,0.2040816326530612
icd:10:K264,furosemide,drug:furosemide,25,25,0.000360604661897,0.0965250965250965
icd:10:K264,omeprazole,drug:omeprazole,22,22,0.0003006450202252,0.0849420849420849
icd:10:K264,simvastatin,drug:simvastatin,15,15,0.0004297255486162,0.0579150579150579
icd:10:K264,lisinopril,drug:lisinopril,13,12,0.0002668582572103,0.0501930501930501
icd:10:K264,amlodipine,drug:amlodipine,12,12,0.0002894286196666,0.0463320463320463
icd:10:K2920,omeprazole,drug:omeprazole,12,12,0.0001639881928501,0.3243243243243243
icd:10:K2970,omeprazole,drug:omeprazole,51,48,0.0006969498196129,0.3445945945945945
icd:10:K2970,lisinopril,drug:lisinopril,17,17,0.000348968490198,0.1148648648648648
icd:10:K2970,amlodipine,drug:amlodipine,17,16,0.0004100238778611,0.1148648648648648
icd:10:K2971,amlodipine,drug:amlodipine,14,13,0.0003376667229444,0.1538461538461538
icd:10:K2971,furosemide,drug:furosemide,14,13,0.0002019386106623,0.1538461538461538
icd:10:K2971,simvastatin,drug:simvastatin,12,12,0.000343780438893,0.1318681318681318
icd:10:K2971,omeprazole,drug:omeprazole,11,10,0.0001503225101126,0.1208791208791208
icd:10:K30,omeprazole,drug:omeprazole,14,13,0.0001913195583251,0.2641509433962264
icd:10:K311,omeprazole,drug:omeprazole,19,16,0.0002596479720126,0.1979166666666666
icd:10:K315,amlodipine,drug:amlodipine,10,9,0.0002411905163888,0.1639344262295081
icd:10:K31811,furosemide,drug:furosemide,57,43,0.0008221786291253,0.2150943396226415
icd:10:K31811,omeprazole,drug:omeprazole,40,34,0.0005466273095003,0.150943396226415
icd:10:K31811,simvastatin,drug:simvastatin,22,18,0.0006302641379705,0.0830188679245283
icd:10:K31811,amlodipine,drug:amlodipine,22,20,0.0005306191360555,0.0830188679245283
icd:10:K31811,lisinopril,drug:lisinopril,20,17,0.0004105511649389,0.0754716981132075
icd:10:K31811,warfarin,drug:warfarin,19,16,0.0006576670128071,0.0716981132075471
icd:10:K3184,omeprazole,drug:omeprazole,68,29,0.0009292664261506,0.3035714285714285
icd:10:K3184,amlodipine,drug:amlodipine,25,12,0.0006029762909722,0.1116071428571428
icd:10:K3580,omeprazole,drug:omeprazole,41,41,0.0005602929922378,0.0550335570469798
icd:10:K3580,amlodipine,drug:amlodipine,22,20,0.0005306191360555,0.0295302013422818
icd:10:K3580,lisinopril,drug:lisinopril,20,19,0.0004105511649389,0.0268456375838926
icd:10:K3580,simvastatin,drug:simvastatin,11,11,0.0003151320689852,0.0147651006711409
icd:10:K4030,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.1702127659574468
icd:10:K4030,amlodipine,drug:amlodipine,11,11,0.0002653095680277,0.1170212765957446
icd:10:K4090,furosemide,drug:furosemide,16,16,0.0002307869836141,0.2025316455696202
icd:10:K4090,omeprazole,drug:omeprazole,15,15,0.0002049852410626,0.189873417721519
icd:10:K420,furosemide,drug:furosemide,29,28,0.0004183014078006,0.2265625
icd:10:K420,omeprazole,drug:omeprazole,25,24,0.0003416420684377,0.1953125
icd:10:K429,omeprazole,drug:omeprazole,18,17,0.0002459822892751,0.2727272727272727
icd:10:K429,furosemide,drug:furosemide,12,12,0.0001730902377105,0.1818181818181818
icd:10:K430,omeprazole,drug:omeprazole,47,47,0.0006422870886629,0.1821705426356589
icd:10:K430,amlodipine,drug:amlodipine,20,19,0.0004823810327777,0.0775193798449612
icd:10:K430,simvastatin,drug:simvastatin,19,17,0.0005443190282472,0.0736434108527131
icd:10:K430,furosemide,drug:furosemide,19,18,0.0002740595430417,0.0736434108527131
icd:10:K430,atenolol,drug:atenolol,12,10,0.0007891621728265,0.0465116279069767
icd:10:K430,lisinopril,drug:lisinopril,11,11,0.0002258031407164,0.0426356589147286
icd:10:K432,omeprazole,drug:omeprazole,60,56,0.0008199409642505,0.1587301587301587
icd:10:K432,amlodipine,drug:amlodipine,37,36,0.0008924049106389,0.0978835978835978
icd:10:K432,lisinopril,drug:lisinopril,34,33,0.0006979369803961,0.0899470899470899
icd:10:K432,simvastatin,drug:simvastatin,25,25,0.0007162092476938,0.0661375661375661
icd:10:K432,furosemide,drug:furosemide,20,17,0.0002884837295176,0.0529100529100529
icd:10:K432,atenolol,drug:atenolol,12,12,0.0007891621728265,0.0317460317460317
icd:10:K436,furosemide,drug:furosemide,17,17,0.00024521117009,0.1370967741935483
icd:10:K436,omeprazole,drug:omeprazole,16,16,0.0002186509238001,0.1290322580645161
icd:10:K436,simvastatin,drug:simvastatin,11,11,0.0003151320689852,0.0887096774193548
icd:10:K439,omeprazole,drug:omeprazole,14,14,0.0001913195583251,0.1666666666666666
icd:10:K449,omeprazole,drug:omeprazole,43,43,0.0005876243577129,0.1692913385826771
icd:10:K449,amlodipine,drug:amlodipine,21,21,0.0005065000844166,0.0826771653543307
icd:10:K449,lisinopril,drug:lisinopril,18,18,0.000369496048445,0.0708661417322834
icd:10:K449,furosemide,drug:furosemide,14,14,0.0002019386106623,0.0551181102362204
icd:10:K449,simvastatin,drug:simvastatin,13,13,0.0003724288088007,0.0511811023622047
icd:10:K50012,omeprazole,drug:omeprazole,20,19,0.0002733136547501,0.131578947368421
icd:10:K5080,omeprazole,drug:omeprazole,12,10,0.0001639881928501,0.2448979591836734
icd:10:K5090,omeprazole,drug:omeprazole,16,13,0.0002186509238001,0.2857142857142857
icd:10:K5100,omeprazole,drug:omeprazole,11,11,0.0001503225101126,0.2075471698113207
icd:10:K5190,omeprazole,drug:omeprazole,18,16,0.0002459822892751,0.0972972972972973
icd:10:K521,omeprazole,drug:omeprazole,75,71,0.0010249262053132,0.3409090909090908
icd:10:K521,amlodipine,drug:amlodipine,18,16,0.0004341429295,0.0818181818181818
icd:10:K521,warfarin,drug:warfarin,13,13,0.0004499826929733,0.059090909090909
icd:10:K521,lisinopril,drug:lisinopril,12,12,0.0002463306989633,0.0545454545454545
icd:10:K521,simvastatin,drug:simvastatin,12,12,0.000343780438893,0.0545454545454545
icd:10:K5289,omeprazole,drug:omeprazole,29,29,0.0003963047993877,0.2815533980582524
icd:10:K5289,amlodipine,drug:amlodipine,12,12,0.0002894286196666,0.116504854368932
icd:10:K5289,simvastatin,drug:simvastatin,10,10,0.0002864836990775,0.0970873786407767
icd:10:K5289,lisinopril,drug:lisinopril,10,10,0.0002052755824694,0.0970873786407767
icd:10:K529,omeprazole,drug:omeprazole,101,98,0.0013802339564884,0.1964980544747081
icd:10:K529,amlodipine,drug:amlodipine,48,47,0.0011577144786666,0.0933852140077821
icd:10:K529,lisinopril,drug:lisinopril,43,42,0.0008826850046187,0.0836575875486381
icd:10:K529,simvastatin,drug:simvastatin,25,20,0.0007162092476938,0.0486381322957198
